,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,147.13,179.7,55.2,403.0,11.4,1,ChallengDriller,10000,0.0,0,148.55,200.2,,1.420000000000016,0.03242372565386765,10000.0
1,148.55,200.2,57.7,282.0,7.41,1,ChallengDriller,10000,0.0,0,151.17,154.1,1.0,2.619999999999976,0.013086913086912969,0.0
2,151.17,154.1,60.5,372.0,9.68,1,ChallengDriller,10000,0.0,0,454.52,356.0,1.0,303.35,1.9685269305645685,0.0
3,454.52,356.0,71.5,378.0,16.7,1,ChallengDriller,10000,0.0,0,455.12,424.4,1.0,0.6000000000000227,0.00168539325842703,0.0
4,455.12,424.4,68.9,374.0,17.94,1,ChallengDriller,10000,0.0,0,456.56,408.5,1.0,1.4399999999999977,0.0033930254476908523,0.0
5,456.56,408.5,64.3,553.0,23.87,1,ChallengDriller,10000,0.0,0,457.04,374.0,1.0,0.4800000000000182,0.0011750305997552464,0.0
6,457.04,374.0,58.4,553.0,28.2,1,ChallengDriller,10000,0.0,0,458.76,371.1,1.0,1.7199999999999704,0.004598930481283343,0.0
7,458.76,371.1,65.7,539.0,20.45,1,ChallengDriller,10000,0.0,0,459.13,372.4,1.0,0.37000000000000455,0.0009970358393964012,0.0
8,459.13,372.4,67.5,527.0,24.14,1,ChallengDriller,10000,0.0,0,460.51,441.3,1.0,1.3799999999999955,0.0037056928034371523,0.0
9,460.51,441.3,61.2,627.0,20.7,1,ChallengDriller,10000,0.0,0,461.11,492.1,1.0,0.6000000000000227,0.0013596193065942052,0.0
10,461.11,492.1,61.9,544.0,23.03,1,ChallengDriller,10000,0.0,0,462.68,437.3,1.0,1.5699999999999932,0.0031904084535663347,0.0
11,462.68,437.3,63.3,633.0,24.34,1,ChallengDriller,10000,0.0,0,463.09,454.5,1.0,0.40999999999996817,0.0009375714612393509,0.0
12,463.09,454.5,61.2,583.0,24.54,1,ChallengDriller,10000,0.0,0,464.57,468.8,1.0,1.4800000000000182,0.003256325632563296,0.0
13,464.57,468.8,61.8,566.0,28.34,1,ChallengDriller,10000,0.0,0,465.38,433.5,1.0,0.8100000000000023,0.001727815699658708,0.0
14,465.38,433.5,63.1,582.0,26.95,1,ChallengDriller,10000,0.0,0,466.09,434.4,1.0,0.7099999999999795,0.00163783160322948,0.0
15,466.09,434.4,58.5,447.0,28.06,1,ChallengDriller,10000,0.0,0,467.02,418.5,1.0,0.9300000000000068,0.0021408839779005684,0.0
16,467.02,418.5,60.9,512.0,27.15,1,ChallengDriller,10000,0.0,0,468.52,371.2,1.0,1.5,0.0035842293906810036,0.0
17,468.52,371.2,55.3,605.0,29.34,1,ChallengDriller,10000,0.0,0,469.05,390.9,1.0,0.5300000000000296,0.0014278017241380106,0.0
18,469.05,390.9,61.9,671.0,30.54,1,ChallengDriller,10000,0.0,0,470.69,486.2,1.0,1.6399999999999864,0.004195446405730331,0.0
19,470.69,486.2,61.5,615.0,24.59,1,ChallengDriller,10000,0.0,0,471.1,492.4,1.0,0.410000000000025,0.0008432743726861889,0.0
20,471.1,492.4,56.7,575.0,27.59,1,ChallengDriller,10000,0.0,0,472.58,401.4,1.0,1.4799999999999613,0.0030056864337935857,0.0
21,472.58,401.4,61.2,657.0,28.99,1,ChallengDriller,10000,0.0,0,473.11,394.1,1.0,0.5300000000000296,0.001320378674638838,0.0
22,473.11,394.1,58.6,617.0,32.2,1,ChallengDriller,10000,0.0,0,474.66,450.5,1.0,1.5500000000000114,0.003933011925907159,0.0
23,474.66,450.5,63.9,633.0,30.6,1,ChallengDriller,10000,0.0,0,476.51,399.2,1.0,1.849999999999966,0.004106548279689159,0.0
24,476.51,399.2,57.4,680.0,29.31,1,ChallengDriller,10000,0.0,0,477.06,423.3,1.0,0.5500000000000114,0.0013777555110220728,0.0
25,477.06,423.3,57.5,649.0,26.22,1,ChallengDriller,10000,0.0,0,479.26,434.0,1.0,2.1999999999999886,0.005197259626742236,0.0
26,479.26,434.0,67.7,425.0,25.09,1,ChallengDriller,10000,0.0,0,480.5,388.5,1.0,1.240000000000009,0.002857142857142878,0.0
27,480.5,388.5,64.3,668.0,27.07,1,ChallengDriller,10000,0.0,0,481.07,404.0,1.0,0.5699999999999932,0.0014671814671814497,0.0
28,481.07,404.0,60.2,572.0,34.55,1,ChallengDriller,10000,0.0,0,482.83,401.8,1.0,1.759999999999991,0.004356435643564334,0.0
29,482.83,401.8,56.5,654.0,25.95,1,ChallengDriller,10000,0.0,0,483.01,404.5,1.0,0.18000000000000682,0.00044798407167746844,0.0
30,483.01,404.5,60.2,710.0,26.65,1,ChallengDriller,10000,0.0,0,484.58,469.9,1.0,1.5699999999999932,0.0038813349814585743,0.0
31,484.58,469.9,61.4,623.0,30.99,1,ChallengDriller,10000,0.0,0,485.15,418.5,1.0,0.5699999999999932,0.0012130240476697024,0.0
32,485.15,418.5,58.3,634.0,29.86,1,ChallengDriller,10000,0.0,0,486.54,464.8,1.0,1.3900000000000432,0.003321385902031167,0.0
33,486.54,464.8,57.3,683.0,32.27,1,ChallengDriller,10000,0.0,0,487.27,405.7,1.0,0.7299999999999613,0.0015705679862305535,0.0
34,487.27,405.7,59.6,653.0,33.98,1,ChallengDriller,10000,0.0,0,488.67,428.8,1.0,1.400000000000034,0.0034508257333005525,0.0
35,488.67,428.8,60.8,577.0,30.71,1,ChallengDriller,10000,0.0,0,489.18,392.9,1.0,0.5099999999999909,0.00118936567164177,0.0
36,489.18,392.9,51.3,653.0,33.19,1,ChallengDriller,10000,0.0,0,490.62,354.9,1.0,1.4399999999999977,0.003665054721303125,0.0
37,490.62,354.9,61.8,599.0,33.48,1,ChallengDriller,10000,0.0,0,491.12,350.1,1.0,0.5,0.0014088475626937167,0.0
38,491.12,350.1,59.3,749.0,23.87,1,ChallengDriller,10000,0.0,0,492.52,450.0,1.0,1.3999999999999773,0.0039988574692944225,0.0
39,492.52,450.0,58.8,733.0,25.31,1,ChallengDriller,10000,0.0,0,493.42,458.2,1.0,0.9000000000000341,0.0020000000000000755,0.0
40,493.42,458.2,57.7,747.0,28.78,1,ChallengDriller,10000,0.0,0,495.05,450.3,1.0,1.6299999999999955,0.0035573985159318973,0.0
41,495.05,450.3,58.5,615.0,26.48,1,ChallengDriller,10000,0.0,0,496.54,509.9,1.0,1.490000000000009,0.003308905174328246,0.0
42,496.54,509.9,66.4,463.0,22.21,1,ChallengDriller,10000,0.0,0,497.16,478.1,1.0,0.6200000000000045,0.001215924691115914,0.0
43,497.16,478.1,56.8,658.0,26.27,1,ChallengDriller,10000,0.0,0,498.9,488.2,1.0,1.7399999999999523,0.0036394059820120312,0.0
44,498.9,488.2,56.5,792.0,27.6,1,ChallengDriller,10000,0.0,0,499.1,470.6,1.0,0.20000000000004547,0.00040966816878337873,0.0
45,499.1,470.6,57.9,893.0,25.65,1,ChallengDriller,10000,0.0,0,500.5,504.1,1.0,1.3999999999999773,0.00297492562685928,0.0
46,500.5,504.1,63.2,523.0,18.19,1,ChallengDriller,10000,0.0,0,501.13,470.1,1.0,0.6299999999999955,0.0012497520333267119,0.0
47,501.13,470.1,67.8,602.0,17.36,1,ChallengDriller,10000,0.0,0,502.16,455.4,1.0,1.0300000000000296,0.0021910231865561146,0.0
48,502.16,455.4,62.1,749.0,26.0,1,ChallengDriller,10000,0.0,0,503.23,507.8,1.0,1.0699999999999932,0.002349582784365378,0.0
49,503.23,507.8,61.6,808.0,24.95,1,ChallengDriller,10000,0.0,0,504.53,504.0,1.0,1.2999999999999545,0.002560063016935712,0.0
50,504.53,504.0,60.4,923.0,21.22,1,ChallengDriller,10000,0.0,0,505.08,418.3,1.0,0.5500000000000114,0.0010912698412698638,0.0
51,505.08,418.3,52.3,798.0,34.77,1,ChallengDriller,10000,0.0,0,506.63,515.1,1.0,1.5500000000000114,0.0037054745398039956,0.0
52,506.63,515.1,71.4,726.0,26.1,1,ChallengDriller,10000,0.0,0,509.01,304.3,1.0,2.3799999999999955,0.004620462046204612,0.0
53,509.01,304.3,55.8,554.0,26.21,1,ChallengDriller,10000,0.0,0,510.52,297.8,1.0,1.509999999999991,0.0049622083470259315,0.0
54,510.52,297.8,57.0,742.0,27.47,1,ChallengDriller,10000,0.0,0,511.1,295.8,1.0,0.5800000000000409,0.0019476158495636026,0.0
55,511.1,295.8,47.3,552.0,33.74,1,ChallengDriller,10000,0.0,0,512.7,419.4,1.0,1.6000000000000227,0.005409060175794532,0.0
56,512.7,419.4,59.6,660.0,29.2,1,ChallengDriller,10000,0.0,0,513.1,431.1,1.0,0.39999999999997726,0.0009537434430137751,0.0
57,513.1,431.1,57.1,862.0,26.08,1,ChallengDriller,10000,0.0,0,514.77,340.9,1.0,1.669999999999959,0.0038738111807004386,0.0
58,514.77,340.9,65.9,675.0,17.86,1,ChallengDriller,10000,0.0,0,515.22,490.3,1.0,0.4500000000000455,0.0013200352009388253,0.0
59,515.22,490.3,63.0,758.0,18.74,1,ChallengDriller,10000,0.0,0,518.52,309.1,1.0,3.2999999999999545,0.006730573118498785,0.0
60,518.52,309.1,59.7,858.0,27.11,1,ChallengDriller,10000,0.0,0,520.69,299.5,1.0,2.1700000000000728,0.007020381753478073,0.0
61,520.69,299.5,59.3,684.0,23.79,1,ChallengDriller,10000,0.0,0,521.04,363.3,1.0,0.34999999999990905,0.0011686143572618,0.0
62,521.04,363.3,61.6,714.0,29.24,1,ChallengDriller,10000,0.0,0,522.53,517.5,1.0,1.490000000000009,0.004101293696669444,0.0
