,BIT_DEPTH,cost
0,111.26,3177.8379520295202
1,151.08,12.328406123367659
2,152.67,1.9929032258065769
3,153.05,7.969787835926354
4,154.57,2.6788707445336812
5,155.09,6.490221375862832
6,156.51,2.2496625567813155
7,157.04,14.783099147786336
8,160.63,13.818586118251943
9,164.5,9.785906934718726
10,166.73,16.47670379460076
11,171.03,17.268465280849185
12,175.03,8.871006029831753
13,176.57,1.940682128240099
14,177.01,5.848839946838846
15,178.53,2.0414480094070657
16,179.11,5.466352583586578
17,180.53,7.507725321888391
18,182.63,2.064921291143312
19,183.24,4.98463076068848
20,184.56,1.6685927029039376
21,185.0,7.710970149253736
22,187.03,7.788637986098036
23,189.07,14.23724137931034
24,193.04,7.791019436731487
25,195.0,7.156568694463452
26,196.62,2.4150897612940825
27,197.23,2.9154261726592487
28,198.01,2.879947089947165
29,198.8,6.543304843304799
30,200.5,1.73334977799704
31,201.0,4.341476510067132
32,202.12,15.375598814495499
33,207.21,13.37933035714286
34,210.74,1.196057347670183
35,211.04,6.198385650224198
36,212.67,8.773516885709599
37,215.18,13.634767767207624
38,218.77,6.851948470209285
39,220.63,8.763805748265646
40,223.15,6.308341836734643
41,225.01,5.84097429179629
42,226.7,37.82538749331913
43,237.0,14.686095717884099
44,240.54,24.274070149799083
45,247.03,5.6393788819875486
46,248.57,15.065403329065324
47,253.0,6.738209554395852
48,254.68,1.7707109252482314
49,255.17,4.827701532311876
50,256.55,22.127178166838302
51,262.74,7.2184226369657285
52,264.54,2.7880487804877245
53,265.25,6.9541366436437695
54,267.08,6.642298395499119
55,268.69,2.187480136208827
56,269.26,4.7290909090908855
57,270.58,1.8381350669513972
58,271.05,5.727147037307872
59,272.58,1.6597375716133715
60,273.02,6.082809917355388
61,274.64,9.88811957569921
62,277.18,6.532435703479663
63,278.72,1.667752119790685
64,279.17,5.161083666724672
65,280.6,1.709928254185035
66,281.08,6.650207576543933
67,282.93,27.192002690432044
68,290.65,10.444668071654572
69,293.16,6.0686705202312226
70,294.72,1.3006328875493487
71,295.06,5.371556095866653
72,296.55,1.8699205718823289
73,297.02,5.684032651529402
74,298.51,2.3044120995284336
75,299.18,5.131682123440967
76,300.69,1.145754779169358
77,301.02,5.58548683512999
78,302.55,2.3041463414634693
79,303.22,6.545925428283355
80,305.08,7.728684645019271
81,307.14,19.10374999999997
82,312.65,1.86652561247219
83,313.08,6.591690821256212
84,314.72,1.3126012601258137
85,315.02,6.053704513819999
86,316.54,1.8218696069030493
87,317.01,6.013375834851281
88,318.5,1.947357723577276
89,319.05,6.195810253388305
90,320.62,1.6911023622046941
91,321.13,4.014698983580884
92,322.33,2.18167335795743
93,322.97,19.817854450090017
94,328.7,15.335518590998003
95,333.15,55.23067125645445
96,348.57,17.30495769881568
97,353.1,7.917111508037699
98,354.74,2.0088914549653074
99,355.19,6.784946634719998
100,356.78,1.2094583670170223
101,357.08,7.567958607714086
102,359.06,6.473955590489237
103,360.7,9.330772142316372
104,362.65,3.2636045729658267
105,363.19,11.652909792909877
106,365.05,12.1223777564714
107,366.53,9.933962264150944
108,367.03,22.366353591160927
109,368.54,4.518253968253594
110,369.09,10.75541595925324
111,370.55,3.614010313367585
112,371.07,10.777211093990969
113,372.66,2.3989285714284874
114,373.05,8.44806949806943
115,374.5,3.4858098223615603
116,375.06,9.554475524475354
117,376.59,2.5877383664171685
118,377.03,9.289842999038902
119,378.63,2.965661764706048
120,379.16,6.742809587216874
121,380.51,2.756088044021935
122,381.09,6.988937395058945
123,382.61,2.2691242789721064
124,383.07,7.613192340668751
125,384.51,3.6080340760158083
126,385.12,8.381382978723268
127,386.52,3.558820310124898
128,387.16,8.457256263205403
129,388.69,2.11811320754725
130,389.11,7.2220127529801985
131,390.51,2.933186569527981
132,391.02,8.200899653979349
133,392.56,3.165459057071973
134,393.12,7.055803932130238
135,394.52,2.5128836545325286
136,395.07,9.344147933284905
137,397.09,6.551839107184539
138,398.55,3.1034334103155614
139,399.19,6.463636363636472
140,400.54,2.546440426058783
141,401.08,7.056488319517795
142,402.56,2.0753310859619027
143,403.01,7.628315481986305
144,404.65,2.4651371571074154
145,405.17,6.359901172144364
146,406.6,2.621554853985658
147,407.13,7.4681987577639
148,408.71,2.363883534960183
149,409.29,5.659100946372267
150,410.72,1.174378194207722
151,411.0,6.57597122302167
152,412.54,2.689072937968453
153,413.15,6.530694143167163
154,414.8,1.667960917586981
155,415.27,4.681307438876406
156,416.57,2.5003097773476264
