,BIT_DEPTH,cost
0,201.22,3069.5673578843302
1,207.97,11.984158228552378
2,212.46,1.4949955476402557
3,213.02,5.142729473915908
4,214.96,1.594824023248266
5,215.57,6.477091950365892
6,218.07,6.35128889801787
7,220.57,4.835810528410782
8,222.51,1.3957377375385591
9,223.07,4.835234305044269
10,225.01,1.4014304317339534
11,225.57,6.2309855769231
12,228.06,6.2563858559551235
13,230.56,6.2563858559551235
14,233.06,4.854371557335998
15,235.0,1.5516770186335518
16,235.62,14.042701421800938
17,241.28,6.983055555555577
18,244.27,40.63229404309249
19,262.19,9.39943542343251
20,264.17,14.23661042558531
21,267.15,4.770739064856711
22,268.15,4.769791404875598
23,269.15,4.758456527186168
24,270.15,4.7593984962406015
25,271.15,4.235864661654341
26,272.04,1.0
27,273.04,14.23060150375917
28,276.03,4.760340937578341
29,277.03,4.762227238525208
30,278.03,4.763171098845961
31,279.03,4.715539387857545
32,280.02,4.762227238525208
33,281.02,4.761283851554664
34,282.02,4.761283851554664
35,283.02,4.757515030060119
36,284.02,4.852665330661507
37,285.04,4.921562577755488
38,286.08,5.394586614173388
39,287.23,4.297386196769265
40,288.15,14.917747638653553
41,291.37,9.056307023895634
42,293.33,14.28835709108495
43,296.42,9.558180053385112
44,298.48,8.558597857838247
45,300.32,9.534600870827298
46,302.38,9.602751091703025
47,304.45,9.600924084404529
48,306.52,9.579068923821008
49,308.59,9.536409387853869
50,310.65,9.584520813165767
51,312.72,4.771826108016342
52,313.75,14.361806732865206
53,316.85,4.818154516831994
54,317.89,4.725497699200954
55,318.91,7.385868772782387
56,320.5,9.249361702127612
57,322.26,5.345588235294117
58,323.01,8.584382871536523
59,324.51,11.923444259567443
60,326.5,6.538701895462443
61,327.18,10.0226315789474
62,328.55,12.656442166910615
63,330.5,4.658558282208574
64,331.19,13.33854979615613
65,332.56,13.588668388048585
66,334.64,13.351676300578298
67,336.72,3.3456806373395738
68,337.26,6.805939849624093
69,338.69,12.565865858279624
70,340.57,4.425180722891534
71,341.2,9.198398233641123
72,342.51,4.055829005193656
73,343.09,8.799644268774973
74,344.36,4.4556206088991415
75,345.01,9.978086347724869
76,346.47,2.8047438194195484
77,346.91,1.2103071672354058
78,347.25,9.444097035040445
79,348.81,9.795942028985547
80,350.49,7.037888844462179
81,352.25,3.7199311531841457
82,353.13,4.688008534850568
83,354.02,3.4342594330769085
84,354.92,8.016030277543965
85,356.46,2.1589873417722973
86,357.1,8.80791610284161
87,358.55,4.894050121261129
88,360.17,2.35442608364053
89,360.98,10.005508317929605
90,362.76,0.7959057265289686
91,363.03,8.168055893074271
92,364.5,56.276404293381
93,381.89,4.923620193565263
94,382.89,4.838280450358239
95,383.89,4.770739064856711
96,384.89,5.375991983967914
97,386.02,4.233350864012227
98,386.91,4.73134328358209
99,387.91,4.73134328358209
100,388.91,4.728560775540641
101,389.91,4.682192938836174
102,390.9,4.73134328358209
103,391.9,4.730415319572245
104,392.9,4.762227238525208
105,393.9,19.00128668171562
106,397.89,19.033826108744673
107,401.89,5.235338345864769
108,402.99,7.957650602409715
109,404.66,8.91093598708974
110,406.43,5.339963280293757
111,407.18,9.017540928833945
112,408.68,9.015030060120239
113,410.18,4.507515030060119
114,410.93,13.522545090180362
115,413.18,9.012520868113523
116,414.68,9.015030060120239
117,416.18,13.462444889779615
118,418.42,4.506260434056761
119,419.17,4.506260434056761
120,419.92,13.642745490981854
121,422.19,4.48134328358209
122,422.94,8.90293532338314
123,424.43,4.507515030060119
124,425.18,9.015030060120239
125,426.68,4.507515030060119
126,427.43,9.017540928833945
127,428.93,43.26010016694484
128,436.13,4.119858532272276
129,436.89,7.755954008701082
130,438.26,4.751385729058833
131,439.03,8.810260680666214
132,440.4,3.942119446467677
133,441.01,8.920983606557348
134,442.39,4.395846994535563
135,443.07,9.37349726775949
136,444.52,3.944548104956357
137,445.13,9.05306122448965
138,446.53,22.66135397911428
139,450.07,4.414184648036716
140,450.77,9.539067706487003
141,452.28,1.7200000000000273
142,454.0,13.811837088388081
143,456.59,11.310526315789595
144,458.69,6.034882441220523
145,459.96,11.810705244122955
146,462.65,5.417600918308913
147,464.05,5.681343310823075
148,465.57,5.791902748414492
149,467.16,1.2669533086998817
150,467.52,4.317941419824622
151,468.76,5.432641328649071
152,470.36,6.063485821713935
153,472.17,5.8638169777243
154,473.97,5.741933381607358
155,475.78,5.599253314724361
156,477.59,4.461631127111743
157,479.04,4.756269185359971
158,480.52,3.553626149131767
159,481.52,5.2697915891330265
160,482.91,6.904193296960213
161,484.67,1.1719799285592223
162,485.0,5.285329744279947
163,486.5,4.01118504128223
164,487.67,4.6595789979190165
165,489.04,4.9738597685499535
166,490.44,4.081419118927374
167,491.57,4.5482207421503595
168,492.75,5.252616372391662
169,494.06,7.278394648829393
170,495.82,10.587820007171047
171,498.69,1.4402429149798117
172,499.11,5.027459252157108
173,500.59,5.274875377043983
174,502.15,8.51203026481725
175,504.68,4.775357728017376
176,505.96,12.319665296535508
177,509.09,5.396891685087707
178,510.61,3.7416380149204462
179,511.7,4.909117330462805
180,513.03,5.513380925185854
181,514.46,7.090142666919981
182,516.3,15.10839652580612
183,520.61,5.89349156531976
184,522.6,3.6507682458386688
185,523.85,12.057899384533021
186,527.86,6.297614293221243
187,529.98,5.266443202979607
188,531.82,5.458941058940994
189,533.72,5.845389899503854
190,535.73,12.506702499676207
191,539.98,8.916223564954567
192,543.15,11.737347636449396
193,547.39,12.760636492220687
194,552.0,5.77192294342246
195,554.11,6.223095558546262
196,556.43,2.0833857236413302
197,557.22,4.651585287158458
198,559.0,0.5299999999999727
199,559.53,4.365744141862079
200,561.22,1.434333977931902
201,561.75,6.697917832754953
202,564.25,5.024587661649495
203,566.19,1.4856839475326056
204,566.77,5.907757242238755
205,569.08,6.945083399523341
206,571.87,6.672594142259415
207,574.62,6.549788654060089
208,577.36,6.4702595752405365
209,580.1,6.443703703703724
210,582.84,6.513686131386861
211,585.59,6.5129994526546255
212,588.34,6.507515030060119
213,591.09,6.507515030060119
214,593.84,12.987268754552098
215,599.33,6.52808956038953
216,602.09,6.480103740103761
217,604.83,6.505120619025945
218,607.58,6.504437061982342
219,610.33,12.985221625557498
220,615.82,13.255153558734863
221,621.42,7.050040500405005
222,624.42,6.94045534150613
223,627.42,6.836971350613915
224,630.42,8.13210239194298
225,634.02,6.668034073826705
226,636.98,6.283612838178396
227,639.76,3.254941419710451
228,641.18,1.0920450503854346
229,641.62,3.887560975609664
230,643.16,3.9173483197615893
231,644.6,4.958052329648874
232,646.2,8.617674418604466
233,648.12,5.463035356904412
234,649.03,5.364438063986874
235,649.78,18.238710601720033
236,650.97,11.242525647288906
237,652.32,9.597453874538312
238,654.03,4.775208809474678
239,655.19,5.570924552198299
240,656.69,6.533564084989459
241,658.52,5.261912723624812
242,660.02,4.069212506269743
243,661.18,1.1576207991976022
244,661.51,4.805305917753276
245,662.88,6.407366548042719
246,664.75,1.3673684210524983
247,665.17,4.703003109729127
248,666.63,1.3049557522122623
249,667.05,5.076079734219549
250,668.7,1.383330742323881
251,669.17,4.824297806849054
252,670.82,5.963011823272971
253,672.9,5.227938194109164
254,674.76,4.715964653902708
255,676.42,4.964902740012738
256,677.62,6.293878975950172
257,678.91,5.931494227837014
258,680.3,5.412888058233344
259,681.67,5.334661347189028
260,683.08,5.143375337533703
261,684.47,8.438833063208975
262,686.75,13.10401461335502
263,689.99,5.686945606694577
264,691.61,5.41365831012069
265,693.24,1.1929477093938443
266,693.6,4.175316982878267
267,694.86,5.366530989824252
268,696.48,5.135749537322489
269,698.03,6.790043770517339
270,700.06,10.679748681352898
271,703.27,6.322070938215075
272,705.28,5.461742967457169
273,707.06,6.179547780390309
274,709.07,4.350767519465975
275,710.48,5.771251738525744
276,712.35,6.319931563098628
277,714.42,6.138396226415242
278,716.49,23.556064030131708
279,724.66,7.211980380135106
280,727.2,4.4297571743927815
281,728.76,5.871929995138668
282,730.84,2.0699999999999363
283,732.91,5.845387400434582
284,734.99,4.721274438812314
285,736.67,9.613777098018463
286,739.88,6.255134474327553
287,741.78,6.581769834350638
288,743.85,6.169009900989909
289,745.92,4.481904161412555
290,747.47,6.2306058221873215
291,749.57,9.840761099365652
292,752.73,1.367772608316212
293,753.16,4.437852082743214
294,754.58,5.645679733110701
295,756.41,5.624969829950728
296,758.25,6.931891891891782
297,760.54,4.5438311688311686
298,762.04,5.610498733164436
299,763.91,5.685363262053325
300,765.81,4.4569454400637465
301,767.3,4.622251608291723
302,768.77,5.865067319461354
303,770.55,3.369550173010721
304,771.0,12.158455708195168
305,772.5,15.8624999999996
306,774.3,19.957240293809026
307,776.55,4.6053404539387595
308,777.15,9.833756177924249
309,778.52,3.476190476190476
310,779.02,12.382358078602518
311,780.66,4.179129685480838
312,781.22,11.069632829373786
313,782.7,4.433697942799643
314,783.22,9.168108108107637
315,784.28,5.872671755725414
316,785.0,12.665454545454581
317,786.62,4.45934819897101
318,787.22,4.062132822477315
319,787.77,13.18857142857136
320,789.53,9.141663807890358
321,790.76,13.347086743044223
322,792.63,13.135060240963886
323,794.5,4.353440385387426
324,795.12,8.077710843373334
325,796.27,13.35358681875829
326,798.09,16.38309278350496
327,800.37,5.223429844097611
328,801.05,4.144806408545319
329,801.59,9.211266375545199
330,802.81,8.505573770492193
331,804.0,6.586874189364427
332,804.88,13.731656222023066
333,806.66,13.613459092836113
334,808.51,4.324981729598147
335,809.12,8.159345794392362
336,810.27,16.477288135593284
337,812.51,4.243150357995079
338,813.03,12.614890510948754
339,814.55,4.1017936117936875
340,815.04,13.094190665343177
341,816.59,5.152163742690097
342,817.21,4.689358002675093
343,817.82,7.118765992570441
344,818.81,15.204663573086501
345,820.72,16.008377823407912
346,822.56,13.898529411765029
347,824.51,3.8219254658383126
348,825.04,11.069477579451664
349,826.51,4.230817120622493
350,827.02,17.72297218155194
351,829.15,10.239376646181032
352,830.5,3.6354515050167224
353,831.0,9.534048104362231
354,832.34,4.424258555132866
355,833.0,8.023063063063304
356,834.21,13.486886227544561
357,836.14,5.067485380117021
358,836.88,8.822324723247382
359,838.23,3.973768481788705
360,838.85,9.052307692307782
361,840.21,5.019449715370019
362,840.96,9.962729864575504
363,842.53,10.256156837329875
364,844.28,10.985885680261934
365,846.29,10.939495365602472
366,848.54,5.315259995378104
367,849.73,4.799369250985565
368,850.85,4.969940880227584
369,852.01,5.055309657860777
370,853.2,5.20115798536335
371,854.43,5.193217665615142
372,855.68,5.095365053322395
373,856.93,5.155656035527195
374,858.21,9.903656212782886
375,860.7,5.187559808612258
376,862.0,5.19339920948595
377,863.31,10.5407031404309
378,865.97,10.066002273588499
379,868.59,5.073666729217212
380,869.92,3.916753645433579
381,870.93,7.141232045316995
382,872.7,9.838349514562763
383,874.65,5.589795918367463
384,875.75,31.566053544868875
385,882.44,9.910496453900482
386,884.62,8.944814626714134
387,886.48,3.3560751769588775
388,887.2,2.932881355931918
389,887.76,7.546837606837953
390,888.95,4.277407564810343
391,889.53,9.28888700084955
392,890.79,12.579672131147476
393,892.55,4.268003391267787
394,893.13,8.213242320819212
395,894.24,4.05706299911248
396,894.77,13.90991769547311
397,896.54,14.886597938144329
398,898.54,4.332134831461294
399,899.08,9.244791177850592
400,900.23,4.2645429986489045
401,900.78,13.395962732919253
402,902.53,3.774182305630097
403,903.02,13.001914323962938
404,904.71,13.776607142856863
405,906.5,4.101442100731473
406,907.05,11.176925031766903
407,908.57,3.949879518071503
408,909.05,83.4604878048786
409,918.73,31.00340163934371
410,922.3,15.951958762886795
411,924.52,4.2101597160608595
412,925.07,9.170970654627151
413,926.25,16.454003473730324
414,928.44,4.4830434782603685
415,929.01,8.613379900856348
416,930.12,8.460993377483547
417,931.23,10.204109589040739
418,932.53,3.6309846827134855
419,933.01,4.63933389902415
420,933.64,21.929449204406655
421,936.72,12.952366288492192
422,938.55,4.649179655455941
423,939.2,9.128181453231313
424,940.5,3.494011976047904
425,941.0,12.009127182044658
426,942.66,14.588427219468194
427,944.54,4.426705504218529
428,945.17,9.272123125493511
429,946.51,3.8788463058083904
430,947.07,8.935199525878847
431,948.36,4.519649122806799
432,949.02,8.952999228990315
433,950.34,15.593757115749039
434,952.67,12.295161290323257
435,954.32,17.22358695652114
436,956.53,4.132783696155483
437,957.05,8.5663367666817
438,958.16,4.96606905710474
439,958.81,12.755072711719619
440,960.53,4.084766355140114
441,961.04,12.571866214250939
442,962.56,4.411444291609819
443,963.12,9.17300536672584
444,964.31,5.54539641943734
445,965.06,8.148633540373458
446,966.19,4.147073954983346
447,966.78,7.1571841155233376
448,967.8,8.962506861848912
449,968.94,14.259621596677073
450,970.74,13.296165413534132
451,972.57,4.028208092485157
452,973.13,8.506956521738832
453,974.3,5.545194805194874
454,975.04,11.091218274111608
455,976.55,5.267438243367453
456,977.22,8.425637030246978
457,978.29,5.613813229571984
