,BIT_DEPTH,cost
0,745.01,3196.187647265077
1,746.53,3.0267570925658047
2,747.02,9.38912404224466
3,748.54,3.0132488917037237
4,749.02,9.105064046676894
5,750.53,3.3129313543597556
6,751.06,9.876469218923903
7,752.61,2.7631489667930427
8,753.06,8.276395851339824
9,754.53,2.778507643926944
10,755.02,9.269772517044036
11,756.53,2.8410219748585117
12,757.02,9.617761662517589
13,758.52,3.568842551997787
14,759.09,9.327509699669
15,760.55,3.0388088219995706
16,761.04,8.652393667747472
17,762.54,2.849247608653837
18,763.03,9.769719619509557
19,764.57,3.2184950700569708
20,765.09,8.729289317456253
21,766.51,3.3309144923795224
22,767.08,9.199866381613678
23,768.53,2.8745723027804733
24,769.01,9.168973039299226
25,770.51,3.5420522803117676
26,771.08,8.987427224840165
27,772.53,3.6526678188457997
28,773.06,8.842457398513115
29,774.55,3.1209419359572763
30,775.03,8.826833269744217
31,776.56,3.1537967914439697
32,777.04,8.681760673107377
33,778.57,2.9718719211819202
34,779.0,10.781674876846914
35,780.56,2.6698803973244747
36,781.0,9.22322319075602
37,782.52,3.1494783148741807
38,783.03,9.566869485423759
39,784.55,2.8552453740949844
40,785.04,9.397947362744215
41,786.51,3.2688986784139824
42,787.03,12.584471495539324
43,788.5,3.4023025860873966
44,789.05,10.400316455696203
45,790.55,3.1104252520825377
46,791.03,9.45636595979813
47,792.56,3.2031024886700474
48,793.02,9.33457416655397
49,794.56,2.8458587786264764
50,795.08,7.799697614514503
51,796.58,3.048690916164064
52,797.1,7.68285120532008
53,798.59,2.677885753655829
54,799.06,8.181595513434077
55,800.59,2.226866091146139
56,801.01,9.130195176447181
57,802.55,2.744487030584751
58,803.02,7.804629598237037
59,804.51,3.0035652781013176
60,805.07,8.084784005711724
61,806.55,2.57649949388076
62,807.01,7.959198966408476
63,808.59,2.42626838337266
64,809.06,8.32890257558806
65,810.53,2.7373913742644627
66,811.0,10.973128239147428
67,812.52,2.889644729179105
68,813.08,8.17591942636069
69,814.51,9.063786407767706
70,815.2,8.090878405855598
71,816.53,3.1778069756334566
72,817.08,7.761432928583348
73,818.54,2.666205079060805
74,819.05,8.398284121150887
75,820.51,2.762384878106181
76,821.02,8.000270495214668
77,822.57,2.7706288929069083
78,823.03,7.476112852664488
79,824.55,5.062758435993482
80,825.06,8.147757489806772
81,826.56,2.9499395681573186
82,827.06,9.062054984726693
83,828.52,2.7682567932624598
84,829.0,36.987706283117554
85,830.56,2.5128953882830083
86,831.01,8.474365332754719
87,832.51,3.534530543327428
88,833.15,7.800613752604738
89,834.51,3.1887034433142616
90,835.05,7.731867477953588
91,836.59,2.5305079521633447
92,837.04,7.824315837206714
93,838.53,0.5
94,839.03,46.459394721174554
95,840.54,3.4342097488923016
96,841.02,8.231226472025421
97,842.57,2.7957376792038455
98,843.06,7.771388089633167
99,844.51,2.6697568702573626
100,845.08,8.353008759679689
101,846.53,2.842282227107296
102,847.01,8.193034186803184
103,848.55,2.8293407104816106
104,849.13,8.086428571428492
105,850.52,2.5481170976815317
106,851.02,8.422055724069024
107,852.5,5.955139893544119
108,853.03,18.900830039526042
109,854.5,4.249980305042539
110,855.04,8.646809375900657
111,856.53,2.8207362051576133
112,857.06,7.366037221241914
113,858.53,2.6314372796271837
114,859.01,7.418483986133299
115,860.53,2.3622545226394287
116,861.01,8.402052210190497
117,862.51,3.1010085551052127
118,863.08,7.757993627754397
119,864.51,2.8403987571206124
120,865.02,30.587773727379435
121,866.51,10.457514604354753
122,867.01,31.790748663101414
123,868.52,11.816860841424168
124,869.01,28.88766294562443
125,870.53,7.310875848859225
126,871.05,20.354341098452892
127,872.53,6.573858114674442
128,873.03,18.534154655685313
129,874.52,5.872731265440366
130,875.04,16.238921634293668
131,876.51,8.37308973172973
132,877.02,41.045695583871286
133,878.53,5.571217649554731
134,879.01,19.33173751163478
135,880.54,6.579982600049836
136,881.03,18.52765817960066
137,882.52,6.182248655201151
138,883.02,15.650805930431574
139,884.51,5.976851175697386
140,885.01,55.93967283072446
141,886.54,4.998925832771088
142,887.03,13.864937238493894
143,888.51,5.323137032842487
144,889.02,13.596446104589033
145,890.53,4.446311336717686
146,891.0,13.116626240352502
147,892.54,2.3533677249405036
148,893.0,8.740748129675604
149,894.54,2.343341976690416
150,895.0,9.25062087021566
151,896.63,2.1352671755725456
152,897.0,8.081868271057608
153,898.63,2.4007099060585797
154,899.09,7.188605784855172
155,900.51,4.564600043355734
156,901.01,21.186761746434506
157,902.51,6.517693194924801
158,903.03,8.458279035523601
159,904.54,2.3864057177957108
160,905.0,8.041149701267283
161,906.55,2.745527971433707
162,907.0,8.623499432706552
163,908.54,3.9152865592499246
164,909.09,8.002429205049374
165,910.61,2.289547154133553
166,911.03,7.671315724512467
167,912.53,2.6940963205086415
168,913.02,17.90755121109732
169,914.54,2.742114229685061
170,915.03,9.237165354331058
171,916.59,3.0877238381119967
172,917.09,8.175266604302752
173,918.53,2.754350897231657
174,919.03,8.7772617286099
175,920.67,2.046340640809521
176,921.03,8.526419336706013
177,922.53,3.0142973657071663
178,923.06,9.256921460099601
179,924.54,2.6813276231267222
180,925.08,8.94198719658581
181,926.57,3.4695815400192966
182,927.11,8.45508324901108
183,928.62,2.3704454649152975
184,929.06,8.562131363756592
185,930.5,3.029703079854717
186,931.04,6.94992127891486
187,932.54,2.4922210113983065
188,933.0,7.28534155883225
189,934.53,2.815802164420026
190,935.02,7.982066348045965
191,936.55,2.905239736027981
192,937.09,7.9620701937277865
193,938.58,2.1900829558475867
194,939.01,8.047281558696929
195,940.59,2.2362673275642195
196,941.02,8.216982273376672
197,942.6,2.341904197296384
198,943.03,7.381446453407881
199,944.57,2.5314573895199683
200,945.05,8.0806600660067
201,946.53,2.7022498497184246
202,947.06,8.345155899226894
203,948.53,2.480437163144981
204,949.0,8.171454530748722
205,950.62,2.1345004096083775
206,951.05,7.594850294654376
207,952.58,2.2214178586304874
208,953.01,8.770063597048992
209,954.53,2.3827986997543125
210,955.01,8.597593984962732
211,956.57,2.7532295646128455
212,957.05,7.976728045325927
213,958.52,3.0964339351334305
214,959.14,7.8462005324403
215,960.57,2.520610820243865
216,961.04,7.489163049709418
217,962.51,3.0864648591733586
218,963.03,7.6726102069840625
219,964.58,2.2144791810759634
220,965.01,8.066183499973334
221,966.62,2.388732819856982
222,967.09,7.557628723668147
223,968.56,2.706533214897689
224,969.03,8.237760678844028
225,970.58,2.2008590725637833
226,971.01,8.344314655959117
227,972.51,2.836546154263403
228,973.07,8.428193127232419
229,974.57,2.5914716421594557
230,975.03,8.533449974469484
231,976.58,2.571860928471508
232,977.01,7.2291572297974405
233,978.5,2.9831235216058936
234,979.06,8.576941477161288
235,980.51,2.8833440883566017
236,981.02,8.603303628262307
237,982.51,2.682042298417181
238,983.03,8.086877522444818
239,984.61,2.385617297431985
240,985.03,7.676110078096332
241,986.57,2.4569900439912518
242,987.03,7.545905240723629
243,988.51,2.9353640811020267
244,989.07,7.6766460703351935
245,990.51,2.820340661995601
246,991.02,8.396674907293004
247,992.51,25.834549237170545
248,997.02,7.717673154289351
249,998.54,2.7070794078060962
250,999.06,88.8739546663292
251,1014.52,3.230573155278693
252,1015.07,18.872002459520395
253,1018.57,3.2680059321506127
254,1019.15,7.413573494458801
255,1020.55,2.5928000469512105
256,1021.03,10.761182795698781
257,1023.06,8.876756812128939
258,1024.51,2.9149486893799716
259,1025.05,8.355726661137274
260,1026.54,2.7470739003118267
261,1027.02,8.381560796431508
262,1028.58,2.277259179750966
263,1029.06,8.085131518228271
264,1030.5,2.891432290974424
265,1031.08,8.115928030878846
266,1032.54,3.2854862842894015
267,1033.02,7.7702068112847495
268,1034.51,2.646673392043968
269,1035.03,8.577227169440366
270,1036.56,4.45825396825405
271,1037.05,12.881371337452507
272,1038.57,2.1930176301766267
273,1039.0,8.765453573283278
274,1040.57,2.7063450834880434
275,1041.05,7.6796933171873345
276,1042.52,2.9672497472194688
277,1043.01,16.23820850583308
278,1044.57,2.5187359836902075
279,1045.05,8.40614344133391
280,1046.52,3.3142547181919526
281,1047.09,7.584900463594265
282,1048.58,2.268916607270471
283,1049.01,7.681990349818921
284,1050.54,2.6255473073288327
285,1051.06,7.611696056428252
286,1052.58,2.5899182102479252
287,1053.05,7.9040194203326966
288,1054.51,3.1242211865922305
289,1055.08,9.002748091604051
290,1056.64,1.9338956436393309
291,1057.02,8.363667392883027
292,1058.53,2.69615712970445
293,1059.05,8.70541785218046
294,1060.51,2.9320230069885795
