,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,554.07,234.2,81.0,329.0,14.7,1,AstroBit,3000,1.0,1500,555.01,276.3,,0.9399999999999409,0.09635866353543955,3145.4779953031593
1,555.01,276.3,80.7,253.0,12.8,1,AstroBit,3000,1.0,1500,556.11,547.4,1.0,1.1000000000000227,0.003981179876945431,7.071769815418169
2,556.11,547.4,68.4,497.0,22.3,1,AstroBit,3000,1.0,1500,557.34,623.1,1.0,1.2300000000000182,0.002246985750822101,4.600478626233169
3,557.34,623.1,62.7,676.0,32.2,1,AstroBit,3000,1.0,1500,558.59,643.1,1.0,1.25,0.0020060985395602632,4.259147809340394
4,558.59,643.1,57.1,671.0,35.6,1,AstroBit,3000,1.0,1500,559.14,647.6,1.0,0.5499999999999545,0.0008552324677343408,1.8328487016014656
5,559.14,647.6,56.0,743.0,37.2,1,AstroBit,3000,1.0,1500,645.12,147.8,1.0,85.98000000000002,0.13276714021000618,285.1307103150093
6,645.12,147.8,76.3,471.0,15.6,1,AstroBit,3000,1.0,1500,668.85,698.1,1.0,23.730000000000018,0.16055480378890402,264.56220568335607
7,668.85,698.1,59.7,1628.0,32.5,1,AstroBit,3000,1.0,1500,669.07,704.7,1.0,0.22000000000002728,0.0003151410972640414,0.6927116458960894
8,669.07,704.7,64.8,1655.0,33.0,1,AstroBit,3000,1.0,1500,670.57,701.4,1.0,1.5,0.0021285653469561515,4.692848020434227
9,670.57,701.4,61.3,1699.0,37.2,1,AstroBit,3000,1.0,1500,671.04,580.3,1.0,0.4699999999999136,0.0006700883946391698,1.4751325919586682
10,671.04,580.3,64.2,1748.0,35.3,1,AstroBit,3000,1.0,1500,672.59,576.0,1.0,1.5500000000000682,0.002671032224711474,5.556548337067279
11,672.59,576.0,55.2,1734.0,38.4,1,AstroBit,3000,1.0,1500,673.07,479.0,1.0,0.4800000000000182,0.0008333333333333649,1.7300000000000655
12,673.07,479.0,58.8,1880.0,48.5,1,AstroBit,3000,1.0,1500,674.54,360.9,1.0,1.4699999999999136,0.003068893528183536,6.073340292275217
13,674.54,360.9,78.3,1964.0,34.4,1,AstroBit,3000,1.0,1500,677.12,577.9,1.0,2.580000000000041,0.007148794679966863,13.303192019950336
14,677.12,577.9,68.7,1779.0,36.2,1,AstroBit,3000,1.0,1500,678.73,703.7,1.0,1.6100000000000136,0.0027859491261464156,5.788923689219637
15,678.73,703.7,45.3,1588.0,39.6,1,AstroBit,3000,1.0,1500,682.64,606.6,1.0,3.909999999999968,0.005556345033394867,12.244517550092269
16,682.64,606.6,72.8,1773.0,33.1,1,AstroBit,3000,1.0,1500,684.62,512.1,1.0,1.9800000000000182,0.003264094955489644,6.8761424332344845
17,684.62,512.1,52.8,1701.0,34.9,1,AstroBit,3000,1.0,1500,688.86,628.9,1.0,4.240000000000009,0.008279632884202323,16.659449326303495
18,688.86,628.9,60.1,1694.0,37.3,1,AstroBit,3000,1.0,1500,689.22,644.0,1.0,0.36000000000001364,0.0005724280489744215,1.2186420734616459
19,689.22,644.0,63.3,1690.0,31.7,1,AstroBit,3000,1.0,1500,691.22,525.7,1.0,2.0,0.003105590062111801,6.658385093167701
20,691.22,525.7,55.3,1712.0,31.8,1,AstroBit,3000,1.0,1500,692.54,581.3,1.0,1.3199999999999363,0.002510937797222629,5.08640669583388
21,692.54,581.3,60.3,1760.0,36.1,1,AstroBit,3000,1.0,1500,693.19,576.1,1.0,0.650000000000091,0.001118183382074817,2.3272750731123164
22,693.19,576.1,66.8,1740.0,32.9,1,AstroBit,3000,1.0,1500,694.62,611.2,1.0,1.42999999999995,0.0024822079500085924,5.153311925012838
23,694.62,611.2,54.8,1686.0,34.2,1,AstroBit,3000,1.0,1500,695.15,542.7,1.0,0.5299999999999727,0.000867146596858594,1.8307198952878636
24,695.15,542.7,57.7,1777.0,46.5,1,AstroBit,3000,1.0,1500,696.63,513.3,1.0,1.4800000000000182,0.0027271052146674367,5.5706578220011735
25,696.63,513.3,51.7,1696.0,32.9,1,AstroBit,3000,1.0,1500,697.21,589.1,1.0,0.5800000000000409,0.0011299435028249386,2.274915254237449
26,697.21,589.1,63.4,1741.0,28.9,1,AstroBit,3000,1.0,1500,698.66,673.1,1.0,1.4499999999999318,0.0024613817687997486,5.142072653199555
27,698.66,673.1,61.5,1674.0,29.9,1,AstroBit,3000,1.0,1500,702.77,527.9,1.0,4.110000000000014,0.006106076363096142,13.269114544644227
28,702.77,527.9,61.4,1729.0,32.9,1,AstroBit,3000,1.0,1500,705.25,405.2,1.0,2.480000000000018,0.0046978594430763755,9.52678916461458
29,705.25,405.2,45.4,1736.0,50.3,1,AstroBit,3000,1.0,1500,706.56,506.0,1.0,1.3099999999999454,0.003232971372161761,6.1594570582425865
