,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,111.26,542.0,64.4,9.0,0.0,1,AstroBit,3000,1.0,1500,151.08,222.1,,39.82000000000001,0.0920119680196802,3177.8379520295202
1,151.08,222.1,63.6,50.0,2.4,1,AstroBit,3000,1.0,1500,152.67,353.4,1.0,1.589999999999975,0.007158937415578456,12.328406123367659
2,152.67,353.4,61.8,86.0,3.9,1,AstroBit,3000,1.0,1500,153.05,353.5,1.0,0.3800000000000239,0.0010752688172043687,1.9929032258065769
3,153.05,353.5,59.3,144.0,2.5,1,AstroBit,3000,1.0,1500,154.57,361.3,1.0,1.5199999999999818,0.004299858557284248,7.969787835926354
4,154.57,361.3,58.8,245.0,6.2,1,AstroBit,3000,1.0,1500,155.09,420.1,1.0,0.5200000000000102,0.0014392471630224474,2.6788707445336812
5,155.09,420.1,58.0,277.0,6.2,1,AstroBit,3000,1.0,1500,156.51,462.3,1.0,1.4199999999999875,0.003380147583908563,6.490221375862832
6,156.51,462.3,58.7,175.0,3.6,1,AstroBit,3000,1.0,1500,157.04,481.1,1.0,0.5300000000000011,0.0011464417045208763,2.2496625567813155
7,157.04,481.1,59.6,120.0,3.0,1,AstroBit,3000,1.0,1500,160.63,583.5,1.0,3.5900000000000034,0.007462066098524222,14.783099147786336
8,160.63,583.5,56.3,249.0,8.1,1,AstroBit,3000,1.0,1500,164.5,442.7,1.0,3.8700000000000045,0.006632390745501293,13.818586118251943
9,164.5,442.7,56.6,322.0,9.1,1,AstroBit,3000,1.0,1500,166.73,529.7,1.0,2.2299999999999898,0.005037271289812491,9.785906934718726
10,166.73,529.7,49.8,424.0,23.6,1,AstroBit,3000,1.0,1500,171.03,452.2,1.0,4.300000000000011,0.008117802529733832,16.47670379460076
11,171.03,452.2,52.9,169.0,21.2,1,AstroBit,3000,1.0,1500,175.03,315.1,1.0,4.0,0.008845643520566122,17.268465280849185
12,175.03,315.1,52.2,522.0,7.8,1,AstroBit,3000,1.0,1500,176.57,439.8,1.0,1.539999999999992,0.004887337353221174,8.871006029831753
13,176.57,439.8,62.2,277.0,3.9,1,AstroBit,3000,1.0,1500,177.01,526.7,1.0,0.4399999999999977,0.0010004547521600675,1.940682128240099
14,177.01,526.7,60.7,310.0,6.2,1,AstroBit,3000,1.0,1500,178.53,595.3,1.0,1.5200000000000102,0.0028858932978925575,5.848839946838846
15,178.53,595.3,58.6,357.0,6.2,1,AstroBit,3000,1.0,1500,179.11,526.4,1.0,0.5800000000000125,0.0009742986729380356,2.0414480094070657
16,179.11,526.4,57.4,401.0,14.0,1,AstroBit,3000,1.0,1500,180.53,582.5,1.0,1.4199999999999875,0.002697568389057727,5.466352583586578
17,180.53,582.5,58.7,402.0,18.1,1,AstroBit,3000,1.0,1500,182.63,628.9,1.0,2.0999999999999943,0.0036051502145922646,7.507725321888391
18,182.63,628.9,60.5,355.0,6.1,1,AstroBit,3000,1.0,1500,183.24,540.3,1.0,0.6100000000000136,0.0009699475274288656,2.064921291143312
19,183.24,540.3,63.3,389.0,10.1,1,AstroBit,3000,1.0,1500,184.56,537.2,1.0,1.3199999999999932,0.002443087173792325,4.98463076068848
20,184.56,537.2,61.6,430.0,3.4,1,AstroBit,3000,1.0,1500,185.0,536.0,1.0,0.4399999999999977,0.00081906180193596,1.6685927029039376
21,185.0,536.0,58.8,370.0,0.8,1,AstroBit,3000,1.0,1500,187.03,532.3,1.0,2.030000000000001,0.0037873134328358232,7.710970149253736
22,187.03,532.3,59.5,440.0,10.2,1,AstroBit,3000,1.0,1500,189.07,580.0,1.0,2.039999999999992,0.003832425324065362,7.788637986098036
23,189.07,580.0,61.3,486.0,2.1,1,AstroBit,3000,1.0,1500,193.04,504.2,1.0,3.969999999999999,0.006844827586206894,14.23724137931034
24,193.04,504.2,50.1,509.0,8.1,1,AstroBit,3000,1.0,1500,195.0,438.9,1.0,1.960000000000008,0.0038873462911543193,7.791019436731487
25,195.0,438.9,54.3,431.0,24.2,1,AstroBit,3000,1.0,1500,196.62,506.9,1.0,1.6200000000000045,0.003691045796308965,7.156568694463452
26,196.62,506.9,59.9,352.0,15.3,1,AstroBit,3000,1.0,1500,197.23,547.9,1.0,0.6099999999999852,0.0012033931741960648,2.4150897612940825
27,197.23,547.9,57.7,436.0,17.4,1,AstroBit,3000,1.0,1500,198.01,567.0,1.0,0.7800000000000011,0.0014236174484394983,2.9154261726592487
28,198.01,567.0,58.7,351.0,13.8,1,AstroBit,3000,1.0,1500,198.8,526.5,1.0,0.7900000000000205,0.0013932980599647628,2.879947089947165
29,198.8,526.5,58.8,405.0,7.0,1,AstroBit,3000,1.0,1500,200.5,608.1,1.0,1.6999999999999886,0.0032288698955365404,6.543304843304799
30,200.5,608.1,61.1,269.0,7.0,1,AstroBit,3000,1.0,1500,201.0,521.5,1.0,0.5,0.00082223318533136,1.73334977799704
31,201.0,521.5,57.8,335.0,9.1,1,AstroBit,3000,1.0,1500,202.12,742.3,1.0,1.1200000000000045,0.002147651006711418,4.341476510067132
32,202.12,742.3,57.1,379.0,14.5,1,AstroBit,3000,1.0,1500,207.21,537.6,1.0,5.090000000000003,0.00685706587633033,15.375598814495499
33,207.21,537.6,53.0,507.0,8.0,1,AstroBit,3000,1.0,1500,210.74,502.2,1.0,3.530000000000001,0.00656622023809524,13.37933035714286
34,210.74,502.2,53.9,403.0,5.9,1,AstroBit,3000,1.0,1500,211.04,535.2,1.0,0.29999999999998295,0.0005973715651134667,1.196057347670183
35,211.04,535.2,54.6,529.0,14.6,1,AstroBit,3000,1.0,1500,212.67,601.1,1.0,1.6299999999999955,0.0030455904334828017,6.198385650224198
36,212.67,601.1,56.2,477.0,16.6,1,AstroBit,3000,1.0,1500,215.18,536.1,1.0,2.5100000000000193,0.0041756779238063865,8.773516885709599
37,215.18,536.1,54.8,552.0,26.6,1,AstroBit,3000,1.0,1500,218.77,558.9,1.0,3.5900000000000034,0.0066965118448050805,13.634767767207624
38,218.77,558.9,48.7,506.0,3.7,1,AstroBit,3000,1.0,1500,220.63,605.4,1.0,1.8599999999999852,0.0033279656468061997,6.851948470209285
39,220.63,605.4,61.4,430.0,17.8,1,AstroBit,3000,1.0,1500,223.15,627.2,1.0,2.5200000000000102,0.004162537165510424,8.763805748265646
40,223.15,627.2,67.2,387.0,15.9,1,AstroBit,3000,1.0,1500,225.01,610.7,1.0,1.8599999999999852,0.002965561224489772,6.308341836734643
41,225.01,610.7,62.3,401.0,5.5,1,AstroBit,3000,1.0,1500,226.7,561.3,1.0,1.6899999999999977,0.002767316194530862,5.84097429179629
42,226.7,561.3,55.8,554.0,6.7,1,AstroBit,3000,1.0,1500,237.0,476.4,1.0,10.300000000000011,0.018350258328879408,37.82538749331913
43,237.0,476.4,59.6,613.0,21.3,1,AstroBit,3000,1.0,1500,240.54,547.4,1.0,3.539999999999992,0.007430730478589404,14.686095717884099
44,240.54,547.4,58.1,408.0,12.2,1,AstroBit,3000,1.0,1500,247.03,563.5,1.0,6.490000000000009,0.011856046766532716,24.274070149799083
45,247.03,563.5,48.5,701.0,12.5,1,AstroBit,3000,1.0,1500,248.57,624.8,1.0,1.539999999999992,0.002732919254658371,5.6393788819875486
46,248.57,624.8,60.1,434.0,10.0,1,AstroBit,3000,1.0,1500,253.0,498.2,1.0,4.430000000000007,0.007090268886043545,15.065403329065324
47,253.0,498.2,54.6,573.0,5.5,1,AstroBit,3000,1.0,1500,254.68,573.9,1.0,1.6800000000000068,0.0033721397029305637,6.738209554395852
48,254.68,573.9,61.1,734.0,5.8,1,AstroBit,3000,1.0,1500,255.17,600.4,1.0,0.4899999999999807,0.0008538072834988338,1.7707109252482314
49,255.17,600.4,62.0,305.0,23.0,1,AstroBit,3000,1.0,1500,256.55,582.6,1.0,1.3800000000000239,0.0022984676882079015,4.827701532311876
50,256.55,582.6,58.7,632.0,13.0,1,AstroBit,3000,1.0,1500,262.74,498.3,1.0,6.189999999999998,0.01062478544455887,22.127178166838302
51,262.74,498.3,76.4,248.0,18.8,1,AstroBit,3000,1.0,1500,264.54,512.5,1.0,1.8000000000000114,0.0036122817579771448,7.2184226369657285
52,264.54,512.5,52.1,618.0,18.7,1,AstroBit,3000,1.0,1500,265.25,535.7,1.0,0.7099999999999795,0.0013853658536584967,2.7880487804877245
53,265.25,535.7,47.7,757.0,15.6,1,AstroBit,3000,1.0,1500,267.08,479.9,1.0,1.829999999999984,0.0034160910957625234,6.9541366436437695
54,267.08,479.9,53.2,604.0,17.5,1,AstroBit,3000,1.0,1500,268.69,528.6,1.0,1.6100000000000136,0.0033548655969994033,6.642298395499119
55,268.69,528.6,57.9,620.0,6.3,1,AstroBit,3000,1.0,1500,269.26,580.8,1.0,0.5699999999999932,0.0010783200908058895,2.187480136208827
56,269.26,580.8,60.2,731.0,12.6,1,AstroBit,3000,1.0,1500,270.58,515.3,1.0,1.3199999999999932,0.0022727272727272613,4.7290909090908855
57,270.58,515.3,66.0,585.0,9.2,1,AstroBit,3000,1.0,1500,271.05,546.8,1.0,0.4700000000000273,0.0009120900446342467,1.8381350669513972
58,271.05,546.8,59.8,723.0,11.9,1,AstroBit,3000,1.0,1500,272.58,541.1,1.0,1.5299999999999727,0.002798098024871933,5.727147037307872
59,272.58,541.1,61.9,630.0,7.4,1,AstroBit,3000,1.0,1500,273.02,544.5,1.0,0.4399999999999977,0.0008131583810755826,1.6597375716133715
60,273.02,544.5,56.2,713.0,12.6,1,AstroBit,3000,1.0,1500,274.64,518.5,1.0,1.6200000000000045,0.002975206611570256,6.082809917355388
61,274.64,518.5,50.1,910.0,16.9,1,AstroBit,3000,1.0,1500,277.18,462.7,1.0,2.5400000000000205,0.004898746383799461,9.88811957569921
62,277.18,462.7,60.8,946.0,14.6,1,AstroBit,3000,1.0,1500,278.72,554.3,1.0,1.5400000000000205,0.0033282904689864285,6.532435703479663
63,278.72,554.3,58.1,697.0,11.9,1,AstroBit,3000,1.0,1500,279.17,574.9,1.0,0.44999999999998863,0.0008118347465271309,1.667752119790685
64,279.17,574.9,60.3,750.0,9.1,1,AstroBit,3000,1.0,1500,280.6,585.4,1.0,1.4300000000000068,0.002487389111149777,5.161083666724672
65,280.6,585.4,67.2,522.0,1.4,1,AstroBit,3000,1.0,1500,281.08,578.1,1.0,0.47999999999996135,0.0008199521694567157,1.709928254185035
66,281.08,578.1,64.2,620.0,10.7,1,AstroBit,3000,1.0,1500,282.93,594.7,1.0,1.8500000000000227,0.0032001383843626064,6.650207576543933
67,282.93,594.7,62.0,548.0,3.6,1,AstroBit,3000,1.0,1500,290.65,474.5,1.0,7.71999999999997,0.012981335126954716,27.192002690432044
68,290.65,474.5,53.7,829.0,10.1,1,AstroBit,3000,1.0,1500,293.16,519.0,1.0,2.5100000000000477,0.00528977871443635,10.444668071654572
69,293.16,519.0,50.2,674.0,23.2,1,AstroBit,3000,1.0,1500,294.72,530.9,1.0,1.5600000000000023,0.0030057803468208134,6.0686705202312226
70,294.72,530.9,54.4,630.0,20.9,1,AstroBit,3000,1.0,1500,295.06,575.8,1.0,0.339999999999975,0.0006404219250329158,1.3006328875493487
