,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,201.22,809.2,65.7,152.0,0.1,1,AstroBit,3000,1.0,1500,207.97,898.7,,6.75,0.04187823858955347,3069.5673578843302
1,207.97,898.7,65.2,198.0,0.3,1,AstroBit,3000,1.0,1500,212.46,898.4,1.0,4.490000000000009,0.0049961054857015795,11.984158228552378
2,212.46,898.4,64.2,170.0,0.7,1,AstroBit,3000,1.0,1500,213.02,908.6,1.0,0.5600000000000023,0.0006233303650935022,1.4949955476402557
3,213.02,908.6,59.2,214.0,4.4,1,AstroBit,3000,1.0,1500,214.96,929.1,1.0,1.9399999999999977,0.002135152982610607,5.142729473915908
4,214.96,929.1,62.9,222.0,2.3,1,AstroBit,3000,1.0,1500,215.57,942.9,1.0,0.6099999999999852,0.0006565493488321873,1.594824023248266
5,215.57,942.9,61.7,225.0,3.6,1,AstroBit,3000,1.0,1500,218.07,973.7,1.0,2.5,0.002651394633577262,6.477091950365892
6,218.07,973.7,62.3,273.0,3.3,1,AstroBit,3000,1.0,1500,220.57,1004.9,1.0,2.5,0.002567525932011913,6.35128889801787
7,220.57,1004.9,62.7,249.0,3.7,1,AstroBit,3000,1.0,1500,222.51,1005.1,1.0,1.9399999999999977,0.001930540352273856,4.835810528410782
8,222.51,1005.1,63.5,261.0,2.7,1,AstroBit,3000,1.0,1500,223.07,1005.1,1.0,0.5600000000000023,0.0005571584916923712,1.3957377375385591
9,223.07,1005.1,63.8,228.0,2.1,1,AstroBit,3000,1.0,1500,225.01,998.3,1.0,1.9399999999999977,0.0019301562033628473,4.835234305044269
10,225.01,998.3,63.7,228.0,2.0,1,AstroBit,3000,1.0,1500,225.57,998.4,1.0,0.5600000000000023,0.0005609536211559675,1.4014304317339534
11,225.57,998.4,63.5,236.0,2.5,1,AstroBit,3000,1.0,1500,228.06,998.3,1.0,2.490000000000009,0.002493990384615394,6.2309855769231
12,228.06,998.3,63.2,239.0,2.8,1,AstroBit,3000,1.0,1500,230.56,998.3,1.0,2.5,0.002504257237303416,6.2563858559551235
13,230.56,998.3,62.2,257.0,3.9,1,AstroBit,3000,1.0,1500,233.06,998.5,1.0,2.5,0.002504257237303416,6.2563858559551235
14,233.06,998.5,61.9,257.0,3.8,1,AstroBit,3000,1.0,1500,235.0,998.2,1.0,1.9399999999999977,0.0019429143715573337,4.854371557335998
15,235.0,998.2,61.9,329.0,4.6,1,AstroBit,3000,1.0,1500,235.62,1012.8,1.0,0.6200000000000045,0.0006211180124223648,1.5516770186335518
16,235.62,1012.8,59.4,303.0,5.2,1,AstroBit,3000,1.0,1500,241.28,1123.2,1.0,5.659999999999997,0.005588467614533962,14.042701421800938
17,241.28,1123.2,58.3,316.0,7.9,1,AstroBit,3000,1.0,1500,244.27,1183.5,1.0,2.990000000000009,0.0026620370370370448,6.983055555555577
18,244.27,1183.5,58.5,347.0,7.4,1,AstroBit,3000,1.0,1500,262.19,400.3,1.0,17.919999999999987,0.01514152936206167,40.63229404309249
19,262.19,400.3,61.9,562.0,7.1,1,AstroBit,3000,1.0,1500,264.17,397.1,1.0,1.9800000000000182,0.004946290282288329,9.39943542343251
20,264.17,397.1,61.7,509.0,6.4,1,AstroBit,3000,1.0,1500,267.15,397.8,1.0,2.9799999999999613,0.007504406950390233,14.23661042558531
21,267.15,397.8,64.6,375.0,1.2,1,AstroBit,3000,1.0,1500,268.15,397.9,1.0,1.0,0.0025138260432378077,4.770739064856711
22,268.15,397.9,63.0,419.0,2.9,1,AstroBit,3000,1.0,1500,269.15,399.1,1.0,1.0,0.0025131942699170647,4.769791404875598
23,269.15,399.1,65.3,319.0,2.0,1,AstroBit,3000,1.0,1500,270.15,399.0,1.0,1.0,0.002505637684790779,4.758456527186168
24,270.15,399.0,61.5,329.0,4.9,1,AstroBit,3000,1.0,1500,271.15,399.0,1.0,1.0,0.002506265664160401,4.7593984962406015
25,271.15,399.0,62.1,344.0,3.9,1,AstroBit,3000,1.0,1500,272.04,0.0,1.0,0.8900000000000432,0.0022305764411028653,4.235864661654341
26,272.04,0.0,61.3,7.0,1.6,1,AstroBit,3000,1.0,1500,273.04,399.0,1.0,1.0,0.0,1.0
27,273.04,399.0,72.9,60.0,3.3,1,AstroBit,3000,1.0,1500,276.03,398.9,1.0,2.9899999999999523,0.007493734335839479,14.23060150375917
28,276.03,398.9,74.8,152.0,1.8,1,AstroBit,3000,1.0,1500,277.03,398.7,1.0,1.0,0.0025068939583855606,4.760340937578341
29,277.03,398.7,72.5,195.0,4.4,1,AstroBit,3000,1.0,1500,278.03,398.6,1.0,1.0,0.0025081514923501382,4.762227238525208
30,278.03,398.6,71.5,185.0,4.4,1,AstroBit,3000,1.0,1500,279.03,398.6,1.0,1.0,0.002508780732563974,4.763171098845961
31,279.03,398.6,74.2,207.0,2.8,1,AstroBit,3000,1.0,1500,280.02,398.7,1.0,0.9900000000000091,0.002483692925238357,4.715539387857545
32,280.02,398.7,72.0,137.0,4.9,1,AstroBit,3000,1.0,1500,281.02,398.8,1.0,1.0,0.0025081514923501382,4.762227238525208
33,281.02,398.8,71.7,149.0,4.7,1,AstroBit,3000,1.0,1500,282.02,398.8,1.0,1.0,0.0025075225677031092,4.761283851554664
34,282.02,398.8,72.7,168.0,4.0,1,AstroBit,3000,1.0,1500,283.02,399.2,1.0,1.0,0.0025075225677031092,4.761283851554664
35,283.02,399.2,71.1,173.0,5.9,1,AstroBit,3000,1.0,1500,284.02,399.2,1.0,1.0,0.00250501002004008,4.757515030060119
36,284.02,399.2,72.6,202.0,3.9,1,AstroBit,3000,1.0,1500,285.04,401.9,1.0,1.0200000000000387,0.0025551102204409786,4.852665330661507
37,285.04,401.9,70.1,222.0,7.3,1,AstroBit,3000,1.0,1500,286.08,406.4,1.0,1.0399999999999636,0.00258770838517035,4.921562577755488
38,286.08,406.4,70.2,188.0,6.7,1,AstroBit,3000,1.0,1500,287.23,408.6,1.0,1.150000000000034,0.0028297244094489028,5.394586614173388
39,287.23,408.6,70.9,233.0,4.8,1,AstroBit,3000,1.0,1500,288.15,412.9,1.0,0.9199999999999591,0.0022515907978462044,4.297386196769265
40,288.15,412.9,73.2,174.0,4.5,1,AstroBit,3000,1.0,1500,291.37,414.3,1.0,3.2200000000000273,0.007798498425769017,14.917747638653553
