,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,199.18,6.59,59.78,167.83,6.42,1,Buzz Drilldrin,5000,1.5,0,201.11,75.94,,1.9300000000000068,0.3260646484572595,5002.895
1,201.11,75.94,60.31,170.36,8.04,1,Buzz Drilldrin,5000,1.5,0,202.54,302.5,1.0,1.4299999999999784,0.01883065578087936,2.1449999999999676
2,202.54,302.5,58.2,196.9,9.67,1,Buzz Drilldrin,5000,1.5,0,280.53,317.58,1.0,77.98999999999998,0.2578181818181817,116.98499999999997
3,280.53,317.58,76.59,10.95,0.88,1,Buzz Drilldrin,5000,1.5,0,281.02,315.8,1.0,0.4900000000000091,0.0015429183197934666,0.7350000000000136
4,281.02,315.8,63.33,243.18,16.84,1,Buzz Drilldrin,5000,1.5,0,282.53,275.23,1.0,1.509999999999991,0.0047815072830905345,2.2649999999999864
5,282.53,275.23,58.23,260.41,19.93,1,Buzz Drilldrin,5000,1.5,0,283.01,279.47,1.0,0.4800000000000182,0.0017439959306762276,0.7200000000000273
6,283.01,279.47,54.96,260.66,23.53,1,Buzz Drilldrin,5000,1.5,0,287.04,207.68,1.0,4.03000000000003,0.014420152431388087,6.045000000000044
7,287.04,207.68,56.06,346.18,20.35,1,Buzz Drilldrin,5000,1.5,0,288.72,155.34,1.0,1.6800000000000068,0.008089368258859817,2.5200000000000102
8,288.72,155.34,55.98,292.33,20.12,1,Buzz Drilldrin,5000,1.5,0,296.54,82.97,1.0,7.819999999999993,0.05034118707351611,11.72999999999999
9,296.54,82.97,72.11,226.51,4.44,1,Buzz Drilldrin,5000,1.5,0,299.2,238.84,1.0,2.659999999999968,0.03205978064360574,3.9899999999999523
10,299.2,238.84,57.17,305.1,16.84,1,Buzz Drilldrin,5000,1.5,0,368.58,184.18,1.0,69.38,0.2904873555518338,104.07
11,368.58,184.18,61.48,307.45,19.22,1,Buzz Drilldrin,5000,1.5,0,369.14,249.66,1.0,0.5600000000000023,0.0030405038549245426,0.8400000000000034
12,369.14,249.66,57.66,334.24,24.02,1,Buzz Drilldrin,5000,1.5,0,370.55,246.04,1.0,1.410000000000025,0.005647680845950593,2.1150000000000375
13,370.55,246.04,51.31,454.73,27.25,1,Buzz Drilldrin,5000,1.5,0,371.05,156.45,1.0,0.5,0.002032189887823118,0.75
14,371.05,156.45,56.41,433.04,23.84,1,Buzz Drilldrin,5000,1.5,0,372.68,210.9,1.0,1.6299999999999955,0.01041866410993925,2.444999999999993
15,372.68,210.9,59.14,405.04,21.76,1,Buzz Drilldrin,5000,1.5,0,373.22,288.45,1.0,0.5400000000000205,0.0025604551920342363,0.8100000000000307
16,373.22,288.45,58.01,357.13,21.68,1,Buzz Drilldrin,5000,1.5,0,374.51,392.64,1.0,1.2899999999999636,0.004472178887155361,1.9349999999999454
17,374.51,392.64,57.11,338.4,25.67,1,Buzz Drilldrin,5000,1.5,0,375.11,393.35,1.0,0.6000000000000227,0.001528117359413261,0.9000000000000341
18,375.11,393.35,55.57,409.01,23.64,1,Buzz Drilldrin,5000,1.5,0,376.68,394.19,1.0,1.5699999999999932,0.003991356298461912,2.3549999999999898
19,376.68,394.19,51.7,388.29,26.97,1,Buzz Drilldrin,5000,1.5,0,377.06,357.26,1.0,0.37999999999999545,0.0009640021309520675,0.5699999999999932
20,377.06,357.26,53.51,433.41,27.6,1,Buzz Drilldrin,5000,1.5,0,378.18,269.79,1.0,1.1200000000000045,0.0031349717292728113,1.6800000000000068
21,378.18,269.79,62.26,405.82,19.98,1,Buzz Drilldrin,5000,1.5,0,378.81,308.89,1.0,0.6299999999999955,0.0023351495607694703,0.9449999999999932
22,378.81,308.89,72.74,293.38,12.01,1,Buzz Drilldrin,5000,1.5,0,380.57,185.81,1.0,1.759999999999991,0.0056978212308588525,2.6399999999999864
23,380.57,185.81,58.63,374.06,24.86,1,Buzz Drilldrin,5000,1.5,0,381.17,245.27,1.0,0.6000000000000227,0.00322910499973103,0.9000000000000341
24,381.17,245.27,59.3,437.2,20.85,1,Buzz Drilldrin,5000,1.5,0,389.14,102.8,1.0,7.96999999999997,0.03249480164716423,11.954999999999956
25,389.14,102.8,58.18,453.69,19.63,1,Buzz Drilldrin,5000,1.5,0,390.73,311.56,1.0,1.5900000000000318,0.015466926070039222,2.3850000000000477
26,390.73,311.56,57.31,424.95,20.93,1,Buzz Drilldrin,5000,1.5,0,391.05,350.93,1.0,0.3199999999999932,0.0010270894851713737,0.47999999999998977
27,391.05,350.93,60.99,393.17,22.32,1,Buzz Drilldrin,5000,1.5,0,392.73,394.55,1.0,1.6800000000000068,0.004787279514433097,2.5200000000000102
28,392.73,394.55,54.72,507.03,23.86,1,Buzz Drilldrin,5000,1.5,0,394.52,297.54,1.0,1.7899999999999636,0.004536814092003455,2.6849999999999454
29,394.52,297.54,62.89,467.29,15.7,1,Buzz Drilldrin,5000,1.5,0,396.56,403.65,1.0,2.0400000000000205,0.0068562210123009355,3.0600000000000307
30,396.56,403.65,61.76,358.34,16.21,1,Buzz Drilldrin,5000,1.5,0,398.12,400.71,1.0,1.5600000000000023,0.003864734299516914,2.3400000000000034
31,398.12,400.71,60.3,364.84,18.53,1,Buzz Drilldrin,5000,1.5,0,398.8,398.75,1.0,0.6800000000000068,0.0016969878465723511,1.0200000000000102
32,398.8,398.75,54.88,358.22,20.76,1,Buzz Drilldrin,5000,1.5,0,399.81,412.69,1.0,1.009999999999991,0.0025329153605015446,1.5149999999999864
33,399.81,412.69,58.53,372.85,21.75,1,Buzz Drilldrin,5000,1.5,0,400.86,439.1,1.0,1.0500000000000114,0.0025442826334537093,1.575000000000017
34,400.86,439.1,56.83,377.81,20.95,1,Buzz Drilldrin,5000,1.5,0,402.25,450.96,1.0,1.3899999999999864,0.0031655659303119706,2.0849999999999795
35,402.25,450.96,55.23,390.62,24.27,1,Buzz Drilldrin,5000,1.5,0,403.01,452.34,1.0,0.7599999999999909,0.0016852935958843157,1.1399999999999864
36,403.01,452.34,66.87,308.71,7.98,1,Buzz Drilldrin,5000,1.5,0,404.42,414.97,1.0,1.410000000000025,0.003117124287040777,2.1150000000000375
37,404.42,414.97,56.98,451.67,21.11,1,Buzz Drilldrin,5000,1.5,0,406.21,347.94,1.0,1.7899999999999636,0.004313564836012153,2.6849999999999454
38,406.21,347.94,53.9,416.0,23.31,1,Buzz Drilldrin,5000,1.5,0,408.31,379.9,1.0,2.1000000000000227,0.006035523366097669,3.150000000000034
39,408.31,379.9,60.03,409.39,16.92,1,Buzz Drilldrin,5000,1.5,0,409.07,364.04,1.0,0.7599999999999909,0.002000526454330063,1.1399999999999864
40,409.07,364.04,56.42,468.13,21.6,1,Buzz Drilldrin,5000,1.5,0,410.59,196.68,1.0,1.5199999999999818,0.004175365344467591,2.2799999999999727
41,410.59,196.68,60.45,423.05,21.38,1,Buzz Drilldrin,5000,1.5,0,413.14,39.97,1.0,2.5500000000000114,0.01296522269676638,3.825000000000017
42,413.14,39.97,59.06,427.43,20.32,1,Buzz Drilldrin,5000,1.5,0,414.27,199.32,1.0,1.1299999999999955,0.028271203402551803,1.6949999999999932
43,414.27,199.32,59.99,455.72,21.11,1,Buzz Drilldrin,5000,1.5,0,415.23,398.11,1.0,0.9600000000000364,0.004816375677303013,1.4400000000000546
44,415.23,398.11,51.63,517.24,28.26,1,Buzz Drilldrin,5000,1.5,0,419.13,107.93,1.0,3.8999999999999773,0.009796287458240127,5.849999999999966
45,419.13,107.93,71.01,551.1,8.13,1,Buzz Drilldrin,5000,1.5,0,420.54,188.72,1.0,1.410000000000025,0.013064022977856249,2.1150000000000375
46,420.54,188.72,70.93,257.03,4.78,1,Buzz Drilldrin,5000,1.5,0,421.04,200.32,1.0,0.5,0.0026494277236117,0.75
47,421.04,200.32,70.63,221.29,7.38,1,Buzz Drilldrin,5000,1.5,0,422.62,202.4,1.0,1.579999999999984,0.007887380191693211,2.369999999999976
48,422.62,202.4,70.74,240.34,6.5,1,Buzz Drilldrin,5000,1.5,0,423.04,200.63,1.0,0.4200000000000159,0.0020750988142293277,0.6300000000000239
49,423.04,200.63,72.45,285.65,4.0,1,Buzz Drilldrin,5000,1.5,0,424.61,200.57,1.0,1.5699999999999932,0.007825350147036801,2.3549999999999898
50,424.61,200.57,71.39,313.19,5.38,1,Buzz Drilldrin,5000,1.5,0,425.12,201.45,1.0,0.5099999999999909,0.002542753153512444,0.7649999999999864
51,425.12,201.45,68.66,239.93,7.13,1,Buzz Drilldrin,5000,1.5,0,426.53,224.24,1.0,1.4099999999999682,0.006999255398361719,2.1149999999999523
52,426.53,224.24,67.82,335.51,15.89,1,Buzz Drilldrin,5000,1.5,0,428.73,325.55,1.0,2.2000000000000455,0.009810916874777227,3.300000000000068
53,428.73,325.55,61.71,398.34,26.7,1,Buzz Drilldrin,5000,1.5,0,429.11,361.69,1.0,0.37999999999999545,0.0011672554139148992,0.5699999999999932
54,429.11,361.69,66.05,345.6,22.48,1,Buzz Drilldrin,5000,1.5,0,432.53,452.52,1.0,3.419999999999959,0.009455611158726973,5.129999999999939
55,432.53,452.52,63.91,539.88,30.85,1,Buzz Drilldrin,5000,1.5,0,434.71,257.99,1.0,2.180000000000007,0.0048174666313091285,3.2700000000000102
56,434.71,257.99,54.9,586.96,29.11,1,Buzz Drilldrin,5000,1.5,0,435.06,273.68,1.0,0.35000000000002274,0.001356641730299712,0.5250000000000341
57,435.06,273.68,54.58,567.48,30.48,1,Buzz Drilldrin,5000,1.5,0,436.52,260.07,1.0,1.4599999999999795,0.005334697456883877,2.1899999999999693
58,436.52,260.07,62.98,353.24,26.49,1,Buzz Drilldrin,5000,1.5,0,437.02,291.52,1.0,0.5,0.001922559310954743,0.75
59,437.02,291.52,58.42,394.18,28.77,1,Buzz Drilldrin,5000,1.5,0,438.52,461.58,1.0,1.5,0.005145444566410538,2.25
60,438.52,461.58,68.93,250.94,16.5,1,Buzz Drilldrin,5000,1.5,0,440.6,518.42,1.0,2.080000000000041,0.00450626110316747,3.1200000000000614
61,440.6,518.42,59.2,472.21,26.81,1,Buzz Drilldrin,5000,1.5,0,441.03,532.85,1.0,0.42999999999995,0.0008294433085142356,0.644999999999925
62,441.03,532.85,63.42,442.97,27.05,1,Buzz Drilldrin,5000,1.5,0,442.65,544.05,1.0,1.6200000000000045,0.003040255231303377,2.430000000000007
63,442.65,544.05,56.48,452.64,29.55,1,Buzz Drilldrin,5000,1.5,0,443.14,548.79,1.0,0.4900000000000091,0.0009006525135557562,0.7350000000000136
64,443.14,548.79,62.63,437.3,25.74,1,Buzz Drilldrin,5000,1.5,0,444.04,516.14,1.0,0.9000000000000341,0.0016399715738261158,1.3500000000000512
65,444.04,516.14,57.08,457.48,33.43,1,Buzz Drilldrin,5000,1.5,0,445.09,421.2,1.0,1.0499999999999545,0.00203433177044979,1.5749999999999318
66,445.09,421.2,61.46,499.76,26.11,1,Buzz Drilldrin,5000,1.5,0,446.75,379.38,1.0,1.660000000000025,0.0039411206077873346,2.4900000000000375
67,446.75,379.38,57.92,354.18,28.98,1,Buzz Drilldrin,5000,1.5,0,448.01,351.2,1.0,1.259999999999991,0.003321208287205416,1.8899999999999864
68,448.01,351.2,60.93,375.49,28.43,1,Buzz Drilldrin,5000,1.5,0,448.93,445.24,1.0,0.9200000000000159,0.0026195899772210023,1.3800000000000239
69,448.93,445.24,62.36,424.39,24.03,1,Buzz Drilldrin,5000,1.5,0,450.54,417.51,1.0,1.6100000000000136,0.0036160273111131382,2.4150000000000205
70,450.54,417.51,61.68,499.84,24.52,1,Buzz Drilldrin,5000,1.5,0,452.4,434.0,1.0,1.8599999999999568,0.004454983114176803,2.789999999999935
71,452.4,434.0,55.85,404.57,29.14,1,Buzz Drilldrin,5000,1.5,0,454.47,491.73,1.0,2.07000000000005,0.0047695852534563364,3.105000000000075
72,454.47,491.73,59.45,488.12,30.79,1,Buzz Drilldrin,5000,1.5,0,455.04,506.4,1.0,0.5699999999999932,0.0011591727167347796,0.8549999999999898
73,455.04,506.4,62.06,490.38,26.27,1,Buzz Drilldrin,5000,1.5,0,455.93,540.94,1.0,0.8899999999999864,0.0017575039494470506,1.3349999999999795
74,455.93,540.94,63.77,423.04,22.61,1,Buzz Drilldrin,5000,1.5,0,456.88,560.53,1.0,0.9499999999999886,0.0017562021665988622,1.424999999999983
75,456.88,560.53,65.14,373.13,19.33,1,Buzz Drilldrin,5000,1.5,0,458.73,573.02,1.0,1.8500000000000227,0.0033004477904840473,2.775000000000034
76,458.73,573.02,61.41,295.98,20.41,1,Buzz Drilldrin,5000,1.5,0,459.18,576.17,1.0,0.44999999999998863,0.0007853129035635557,0.674999999999983
77,459.18,576.17,64.09,450.68,22.89,1,Buzz Drilldrin,5000,1.5,0,460.5,579.19,1.0,1.3199999999999932,0.002290990506274178,1.9799999999999898
78,460.5,579.19,59.7,396.12,22.88,1,Buzz Drilldrin,5000,1.5,0,462.6,573.72,1.0,2.1000000000000227,0.003625753207065078,3.150000000000034
79,462.6,573.72,64.84,446.66,22.18,1,Buzz Drilldrin,5000,1.5,0,463.14,573.76,1.0,0.5399999999999636,0.0009412256850030741,0.8099999999999454
80,463.14,573.76,65.29,370.44,20.18,1,Buzz Drilldrin,5000,1.5,0,464.53,570.41,1.0,1.3899999999999864,0.002422615727830428,2.0849999999999795
81,464.53,570.41,62.49,387.35,23.49,1,Buzz Drilldrin,5000,1.5,0,466.35,575.84,1.0,1.82000000000005,0.0031906874002911065,2.730000000000075
82,466.35,575.84,63.84,455.36,20.96,1,Buzz Drilldrin,5000,1.5,0,467.15,581.42,1.0,0.7999999999999545,0.0013892747985550752,1.1999999999999318
83,467.15,581.42,67.18,323.97,17.95,1,Buzz Drilldrin,5000,1.5,0,468.61,588.3,1.0,1.4600000000000364,0.002511093529634406,2.1900000000000546
84,468.61,588.3,55.58,536.0,30.3,1,Buzz Drilldrin,5000,1.5,0,470.25,572.05,1.0,1.6399999999999864,0.0027876933537310665,2.4599999999999795
85,470.25,572.05,59.25,529.42,28.83,1,Buzz Drilldrin,5000,1.5,0,471.03,558.07,1.0,0.7799999999999727,0.0013635171750720615,1.169999999999959
86,471.03,558.07,49.45,451.87,31.89,1,Buzz Drilldrin,5000,1.5,0,472.39,494.26,1.0,1.3600000000000136,0.002436970272546479,2.0400000000000205
87,472.39,494.26,58.58,392.03,24.46,1,Buzz Drilldrin,5000,1.5,0,474.49,484.5,1.0,2.1000000000000227,0.004248775947881728,3.150000000000034
88,474.49,484.5,59.51,515.51,25.17,1,Buzz Drilldrin,5000,1.5,0,475.09,522.66,1.0,0.5999999999999659,0.0012383900928791866,0.8999999999999488
89,475.09,522.66,60.73,515.72,25.47,1,Buzz Drilldrin,5000,1.5,0,476.43,580.39,1.0,1.3400000000000318,0.0025638082118394977,2.0100000000000477
90,476.43,580.39,66.49,438.23,19.33,1,Buzz Drilldrin,5000,1.5,0,478.1,416.28,1.0,1.670000000000016,0.0028773755578146002,2.505000000000024
91,478.1,416.28,55.73,509.82,28.11,1,Buzz Drilldrin,5000,1.5,0,478.78,325.37,1.0,0.67999999999995,0.0016335159027576391,1.019999999999925
92,478.78,325.37,55.41,516.64,28.04,1,Buzz Drilldrin,5000,1.5,0,484.32,499.24,1.0,5.5400000000000205,0.01702676952392667,8.31000000000003
93,484.32,499.24,59.25,455.0,26.19,1,Buzz Drilldrin,5000,1.5,0,485.22,561.65,1.0,0.9000000000000341,0.0018027401650509457,1.3500000000000512
94,485.22,561.65,62.32,407.99,20.35,1,Buzz Drilldrin,5000,1.5,0,486.51,577.41,1.0,1.2899999999999636,0.0022968040594675753,1.9349999999999454
95,486.51,577.41,57.2,505.95,24.05,1,Buzz Drilldrin,5000,1.5,0,488.3,586.73,1.0,1.7900000000000205,0.003100050224277412,2.6850000000000307
96,488.3,586.73,59.04,449.37,24.62,1,Buzz Drilldrin,5000,1.5,0,490.61,594.9,1.0,2.3100000000000023,0.003937074974860672,3.4650000000000034
97,490.61,594.9,62.67,422.03,22.83,1,Buzz Drilldrin,5000,1.5,0,491.09,595.0,1.0,0.47999999999996135,0.0008068582955117858,0.719999999999942
98,491.09,595.0,56.24,436.17,25.64,1,Buzz Drilldrin,5000,1.5,0,492.29,589.29,1.0,1.2000000000000455,0.002016806722689152,1.8000000000000682
99,492.29,589.29,57.86,509.49,28.25,1,Buzz Drilldrin,5000,1.5,0,494.37,310.75,1.0,2.079999999999984,0.00352967129936022,3.119999999999976
