,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,242.59,596.1,71.1,0.0,1.11,1,Apollo,1000,4.0,2500,243.23,419.9,,0.6399999999999864,0.04150531202818317,1106.323280070458
1,243.23,419.9,72.2,47.0,0.0,1,Apollo,1000,4.0,2500,244.5,189.1,1.0,1.2700000000000102,0.0030245296499166715,12.64132412479172
2,244.5,189.1,71.8,80.0,0.4,1,Apollo,1000,4.0,2500,246.76,191.6,1.0,2.259999999999991,0.011951348492860872,38.91837123215214
3,246.76,191.6,72.6,57.0,0.0,1,Apollo,1000,4.0,2500,248.5,194.2,1.0,1.740000000000009,0.009081419624217166,29.66354906054295
4,248.5,194.2,62.7,156.0,9.5,1,Apollo,1000,4.0,2500,249.17,205.0,1.0,0.6699999999999875,0.003450051493305806,11.305128733264464
5,249.17,205.0,59.2,243.0,13.2,1,Apollo,1000,4.0,2500,250.68,242.2,1.0,1.5100000000000193,0.007365853658536679,24.454634146341775
6,250.68,242.2,59.3,213.0,12.9,1,Apollo,1000,4.0,2500,252.19,242.7,1.0,1.509999999999991,0.00623451692815851,21.62629232039624
7,252.19,242.7,58.3,252.0,13.9,1,Apollo,1000,4.0,2500,252.98,250.1,1.0,0.789999999999992,0.003255047383601121,11.29761845900277
8,252.98,250.1,64.41,167.0,7.9,1,Apollo,1000,4.0,2500,254.53,254.9,1.0,1.5500000000000114,0.006197520991603404,21.693802479008554
9,254.53,254.9,61.6,332.0,9.2,1,Apollo,1000,4.0,2500,256.07,255.8,1.0,1.539999999999992,0.006041584935268701,21.263962338171723
10,256.07,255.8,57.9,303.0,14.4,1,Apollo,1000,4.0,2500,256.88,256.3,1.0,0.8100000000000023,0.003166536356528547,11.156340891321376
11,256.88,256.3,59.6,239.0,12.7,1,Apollo,1000,4.0,2500,258.48,262.8,1.0,1.6000000000000227,0.006242684354272426,22.006710885681155
12,258.48,262.8,58.7,198.0,13.5,1,Apollo,1000,4.0,2500,260.08,265.61,1.0,1.599999999999966,0.006088280060882671,21.620700152206542
13,260.08,265.61,60.0,222.0,12.2,1,Apollo,1000,4.0,2500,260.92,265.7,1.0,0.8400000000000318,0.0031625315311924695,11.266328827981301
14,260.92,265.7,62.2,240.0,10.1,1,Apollo,1000,4.0,2500,262.42,252.1,1.0,1.5,0.005645464809936019,20.113662024840046
15,262.42,252.1,61.7,310.0,10.5,1,Apollo,1000,4.0,2500,263.2,248.5,1.0,0.7799999999999727,0.003094010313367603,10.855025783418899
16,263.2,248.5,62.3,196.0,9.9,1,Apollo,1000,4.0,2500,264.7,248.6,1.0,1.5,0.006036217303822938,21.090543259557343
17,264.7,248.6,62.4,268.0,9.7,1,Apollo,1000,4.0,2500,266.21,249.1,1.0,1.509999999999991,0.006074014481094091,21.22503620273519
18,266.21,249.1,65.41,140.0,6.8,1,Apollo,1000,4.0,2500,267.0,250.6,1.0,0.7900000000000205,0.0031714171015657187,11.088542753914378
19,267.0,250.6,64.8,199.0,6.9,1,Apollo,1000,4.0,2500,268.53,252.9,1.0,1.5299999999999727,0.006105347166799571,21.38336791699882
20,268.53,252.9,65.0,161.0,7.2,1,Apollo,1000,4.0,2500,270.06,252.9,1.0,1.5300000000000296,0.006049822064057056,21.24455516014276
21,270.06,252.9,62.4,288.0,9.81,1,Apollo,1000,4.0,2500,270.92,260.2,1.0,0.8600000000000136,0.0034005535784895754,11.941383946223993
