,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,170.55,265.4,53.3,585.0,20.0,1,Buzz Drilldrin,5000,1.5,0,171.0,270.0,,0.44999999999998863,0.0301205538809344,5000.675
1,171.0,270.0,53.2,605.0,19.5,1,Buzz Drilldrin,5000,1.5,0,172.57,269.1,1.0,1.5699999999999932,0.005814814814814789,2.3549999999999898
2,172.57,269.1,54.0,588.0,19.5,1,Buzz Drilldrin,5000,1.5,0,173.03,269.6,1.0,0.46000000000000796,0.0017094017094017389,0.6900000000000119
3,173.03,269.6,54.1,609.0,20.2,1,Buzz Drilldrin,5000,1.5,0,174.53,255.7,1.0,1.5,0.005563798219584569,2.25
4,174.53,255.7,53.4,595.0,19.2,1,Buzz Drilldrin,5000,1.5,0,175.08,265.5,1.0,0.5500000000000114,0.002150958154086865,0.825000000000017
5,175.08,265.5,62.1,541.0,12.5,1,Buzz Drilldrin,5000,1.5,0,176.62,255.8,1.0,1.539999999999992,0.005800376647834245,2.309999999999988
6,176.62,255.8,54.7,590.0,18.7,1,Buzz Drilldrin,5000,1.5,0,177.06,254.8,1.0,0.4399999999999977,0.0017200938232994436,0.6599999999999966
7,177.06,254.8,55.1,609.0,20.0,1,Buzz Drilldrin,5000,1.5,0,178.53,275.6,1.0,1.4699999999999989,0.005769230769230764,2.2049999999999983
8,178.53,275.6,54.4,601.0,18.3,1,Buzz Drilldrin,5000,1.5,0,179.12,270.0,1.0,0.5900000000000034,0.002140783744557342,0.8850000000000051
9,179.12,270.0,55.3,607.0,20.3,1,Buzz Drilldrin,5000,1.5,0,180.55,251.3,1.0,1.4300000000000068,0.0052962962962963215,2.1450000000000102
10,180.55,251.3,53.8,606.0,19.3,1,Buzz Drilldrin,5000,1.5,0,181.01,278.3,1.0,0.45999999999997954,0.0018304814962195762,0.6899999999999693
11,181.01,278.3,54.0,610.0,19.6,1,Buzz Drilldrin,5000,1.5,0,182.53,249.1,1.0,1.5200000000000102,0.005461731943945419,2.2800000000000153
12,182.53,249.1,54.5,577.0,19.8,1,Buzz Drilldrin,5000,1.5,0,183.14,267.3,1.0,0.6099999999999852,0.0024488157366518875,0.9149999999999778
13,183.14,267.3,58.3,554.0,16.0,1,Buzz Drilldrin,5000,1.5,0,184.62,278.1,1.0,1.4800000000000182,0.0055368499812944935,2.2200000000000273
14,184.62,278.1,62.7,508.0,12.0,1,Buzz Drilldrin,5000,1.5,0,185.08,278.4,1.0,0.46000000000000796,0.0016540812657317796,0.6900000000000119
15,185.08,278.4,55.5,571.0,18.2,1,Buzz Drilldrin,5000,1.5,0,186.55,277.9,1.0,1.4699999999999989,0.005280172413793099,2.2049999999999983
16,186.55,277.9,55.7,586.0,20.3,1,Buzz Drilldrin,5000,1.5,0,187.18,277.9,1.0,0.6299999999999955,0.0022670025188916716,0.9449999999999932
17,187.18,277.9,54.1,603.0,19.2,1,Buzz Drilldrin,5000,1.5,0,188.63,262.7,1.0,1.4499999999999886,0.005217704210147495,2.174999999999983
18,188.63,262.7,53.2,614.0,20.6,1,Buzz Drilldrin,5000,1.5,0,189.08,236.1,1.0,0.45000000000001705,0.0017129805862200877,0.6750000000000256
19,189.08,236.1,61.0,571.0,21.0,1,Buzz Drilldrin,5000,1.5,0,190.56,249.3,1.0,1.4799999999999898,0.006268530283778016,2.2199999999999847
20,190.56,249.3,60.3,596.0,20.6,1,Buzz Drilldrin,5000,1.5,0,191.05,252.9,1.0,0.4900000000000091,0.001965503409546767,0.7350000000000136
21,191.05,252.9,54.2,608.0,20.1,1,Buzz Drilldrin,5000,1.5,0,192.57,266.3,1.0,1.5199999999999818,0.006010280743376757,2.2799999999999727
22,192.57,266.3,54.7,593.0,19.2,1,Buzz Drilldrin,5000,1.5,0,193.03,272.0,1.0,0.46000000000000796,0.0017273751408186555,0.6900000000000119
23,193.03,272.0,54.7,565.0,18.6,1,Buzz Drilldrin,5000,1.5,0,194.59,279.8,1.0,1.5600000000000023,0.005735294117647067,2.3400000000000034
