,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,CPR,CPF,CPH,NEXT_DEPTH,NEXT_RATE,PREV_ID,DEPTH_INTERVAL,TIME_INTERVAL,cost
0,730.65,944.4,104.0,46,1.57,1,Apollo,1000,4.0,2500,731.09,341.3,,0.44000000000005457,0.12224090427784842,1307.3622606946212
1,731.09,341.3,89.1,356,15.78,1,Apollo,1000,4.0,2500,732.72,515.5,1.0,1.6299999999999955,0.004775857017286831,18.459642543217058
2,732.72,515.5,66.6,741,36.31,1,Apollo,1000,4.0,2500,733.13,479.6,1.0,0.40999999999996817,0.0007953443258971254,3.6283608147426865
3,733.13,479.6,60.0,873,36.18,1,Apollo,1000,4.0,2500,734.1,409.4,1.0,0.9700000000000273,0.0020225187656380886,8.93629691409533
4,734.1,409.4,55.8,780,52.58,1,Apollo,1000,4.0,2500,736.58,420.8,1.0,2.480000000000018,0.006057645334636097,25.064113336590317
5,736.58,420.8,59.4,927,40.55,1,Apollo,1000,4.0,2500,737.57,397.8,1.0,0.9900000000000091,0.0023526615969581967,9.841653992395528
6,737.57,397.8,60.1,822,41.42,1,Apollo,1000,4.0,2500,739.06,276.8,1.0,1.4899999999998954,0.003745600804424071,15.32400201105976
7,739.06,276.8,61.2,722,42.17,1,Apollo,1000,4.0,2500,740.68,449.8,1.0,1.6200000000000045,0.00585260115606938,21.11150289017347
8,740.68,449.8,66.0,815,42.79,1,Apollo,1000,4.0,2500,743.39,411.9,1.0,2.7100000000000364,0.006024899955535875,25.902249888839833
9,743.39,411.9,67.8,901,43.22,1,Apollo,1000,4.0,2500,744.54,485.0,1.0,1.1499999999999773,0.0027919397912114043,11.57984947802842
10,744.54,485.0,66.6,892,30.29,1,Apollo,1000,4.0,2500,746.25,424.8,1.0,1.7100000000000364,0.0035257731958763636,15.654432989691054
11,746.25,424.8,58.0,799,50.18,1,Apollo,1000,4.0,2500,748.55,465.1,1.0,2.2999999999999545,0.005414312617702341,22.73578154425567
12,748.55,465.1,73.5,896,33.87,1,Apollo,1000,4.0,2500,749.14,529.9,1.0,0.5900000000000318,0.0012685443990540352,5.531360997635215
13,749.14,529.9,51.9,808,45.83,1,Apollo,1000,4.0,2500,749.68,559.4,1.0,0.5399999999999636,0.0010190602000376744,4.70765050009404
14,749.68,559.4,53.4,771,34.0,1,Apollo,1000,4.0,2500,752.51,437.9,1.0,2.830000000000041,0.0050589917769038985,23.967479442259908
15,752.51,437.9,56.4,866,38.43,1,Apollo,1000,4.0,2500,753.18,464.3,1.0,0.6699999999999591,0.0015300296871430898,6.505074217857561
16,753.18,464.3,55.9,923,50.13,1,Apollo,1000,4.0,2500,754.18,479.1,1.0,1.0,0.002153779883695886,9.384449709239716
17,754.18,479.1,64.8,798,33.57,1,Apollo,1000,4.0,2500,756.72,449.6,1.0,2.5400000000000773,0.005301607180129571,23.414017950324236
18,756.72,449.6,64.3,796,30.13,1,Apollo,1000,4.0,2500,757.07,433.8,1.0,0.35000000000002274,0.0007784697508897302,3.3461743772244166
19,757.07,433.8,67.0,953,42.71,1,Apollo,1000,4.0,2500,758.51,505.0,1.0,1.4399999999999409,0.00331950207468866,14.058755186721413
20,758.51,505.0,56.6,812,47.58,1,Apollo,1000,4.0,2500,762.6,491.3,1.0,4.090000000000032,0.008099009900990162,36.60752475247553
21,762.6,491.3,47.6,861,49.83,1,Apollo,1000,4.0,2500,763.12,398.7,1.0,0.5199999999999818,0.0010584164461632033,4.726041115407936
22,763.12,398.7,60.1,812,37.19,1,Apollo,1000,4.0,2500,764.61,372.9,1.0,1.490000000000009,0.0037371457236017283,15.302864309004358
23,764.61,372.9,58.8,913,46.98,1,Apollo,1000,4.0,2500,767.02,406.8,1.0,2.409999999999968,0.0064628586752479705,25.7971466881198
24,767.02,406.8,56.7,906,40.08,1,Apollo,1000,4.0,2500,771.19,469.0,1.0,4.170000000000073,0.010250737463127022,42.30684365781785
25,771.19,469.0,65.5,926,44.94,1,Apollo,1000,4.0,2500,772.58,401.8,1.0,1.3899999999999864,0.0029637526652451737,12.96938166311288
26,772.58,401.8,56.2,951,45.38,1,Apollo,1000,4.0,2500,773.12,440.4,1.0,0.5399999999999636,0.0013439522150322637,5.519880537580514
27,773.12,440.4,55.2,804,55.13,1,Apollo,1000,4.0,2500,776.66,430.2,1.0,3.5399999999999636,0.008038147138964495,34.255367847411094
28,776.66,430.2,55.0,910,42.11,1,Apollo,1000,4.0,2500,779.1,338.7,1.0,2.4400000000000546,0.005671780567178183,23.939451417945676
29,779.1,338.7,59.0,866,37.58,1,Apollo,1000,4.0,2500,780.1,475.6,1.0,1.0,0.002952465308532625,11.381163271331562
30,780.1,475.6,55.6,906,44.39,1,Apollo,1000,4.0,2500,783.22,552.1,1.0,3.1200000000000045,0.006560134566862919,28.880336417157316
31,783.22,552.1,47.8,941,49.78,1,Apollo,1000,4.0,2500,784.34,506.1,1.0,1.1200000000000045,0.0020286180039847937,9.551545009962002
32,784.34,506.1,55.7,890,51.24,1,Apollo,1000,4.0,2500,786.56,578.4,1.0,2.2199999999999136,0.004386484884410025,19.846212211024714
33,786.56,578.4,56.1,814,47.83,1,Apollo,1000,4.0,2500,787.06,628.1,1.0,0.5,0.0008644536652835409,4.161134163208852
34,787.06,628.1,53.0,920,46.99,1,Apollo,1000,4.0,2500,792.68,608.4,1.0,5.6200000000000045,0.00894761980576342,44.84904951440856
35,792.68,608.4,56.2,863,41.82,1,Apollo,1000,4.0,2500,799.22,582.8,1.0,6.540000000000077,0.010749506903353185,53.03376725838327
36,799.22,582.8,65.8,953,35.01,1,Apollo,1000,4.0,2500,800.59,601.4,1.0,1.3700000000000045,0.0023507206588881343,11.356801647220355
37,800.59,601.4,52.5,914,48.78,1,Apollo,1000,4.0,2500,804.18,508.4,1.0,3.589999999999918,0.005969404722314463,29.283511805785828
38,804.18,508.4,70.9,916,50.38,1,Apollo,1000,4.0,2500,805.03,586.4,1.0,0.8500000000000227,0.0016719118804091714,7.5797797010230195
